Name,Team,FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,WAR,NameASCII,PlayerId,MLBAMID
"Mark Leiter Jr.","- - -",50.2730038862962,,44.83990085851527,50.668613721089194,,47.19886768225467,46.50414034672555,52.36197821121642,,,0,,,46.06332194654247,46.874615385177286,52.36197821121642,,2.7693440040350583,"Mark Leiter Jr.",15551,643410
"Sam Hentges","- - -",39.89393572880672,,42.97201919555664,,,37.439893266044436,40.4672190444347,44.378375342244425,,,37.14963022867838,,,40.4672190444347,,44.378375342244425,,2.768816512107741,"Sam Hentges",18548,656529
"Jonathan Loáisiga","- - -",38.874399668210515,,46.859788470798065,,,45.08078576346342,51.76341833387102,50.11874633074192,,,47.84569751945882,,,52.03968444237342,48.171958923339844,50.11874633074192,,2.7670046593166675,"Jonathan Loaisiga",19753,642528
"JP Sears","- - -",28.263045210823,,33.63029098510742,,,21.309307214995137,18.901455520375936,20.042971765178525,,,17.17172747920725,,,18.638719474227685,19.013050523738272,20.042971765178525,,2.7561695333756258,"JP Sears",23429,676664
"Matt Manning","DET",48.4522482008774,,,44.3702089136297,,52.39380038266926,45.90753597769966,53.64154390906168,,,48.37563448961277,,,53.85875408935547,43.18078077444488,53.64154390906168,,2.751508697509275,"Matt Manning",20369,666159
"José Suarez","- - -",34.535598310384636,,38.9104011289535,,,34.40930863419737,35.2703740464172,34.22053817533097,,,34.65677321244529,,,34.16286451789154,38.758277962110704,34.22053817533097,,2.736900465155235,"Jose Suarez",19911,660761
"Nolan McLean","NYM",30.44747900390625,,26.712505831037248,,,28.91222344265992,24.23772204896939,28.881299650288064,,,31.240923269471125,,,,24.23772204896939,28.881299650288064,,2.7300439254422684,"Nolan McLean",33703,690997
"Luis Gil","NYY",39.28444558615213,,,,,31.20553775363498,36.90018069142814,,,,26.295891067429718,,,36.90018069142814,,,,2.729075677898227,"Luis Gil",21052,661563
"Javier Assad","CHC",51.05915980381923,,50.09235860566241,,,53.93982967887957,54.259255804196755,59.913504717219226,,,54.78538523670734,,,53.833033131014915,54.753196122118986,59.913504717219226,,2.7289523038541095,"Javier Assad",21741,665871
"Domingo Germán","- - -",26.47894977327645,,,,,26.101513609663986,,33.10513221429229,,,31.457133571037595,,,,,33.10513221429229,,2.7287180571715353,"Domingo German",17149,593334
"Dennis Santana","- - -",30.595440046968516,,33.211867508275546,,,27.86817691200658,31.98526705591246,36.770298335863195,,,31.431486983132082,,,31.98526705591246,,36.770298335863195,,2.6956597067426653,"Dennis Santana",17878,642701
"Brent Suter","- - -",53.205544791547744,,,,,51.710629515830774,50.98787106904969,47.27317810058594,,,49.13562324238034,,,50.98787106904969,,47.27317810058594,,2.6867110183892797,"Brent Suter",13942,608718
"Logan Allen","CLE",42.6900404943998,,41.280470315711085,,,29.1625595737511,39.81231108561087,,,,40.37462541859621,,,43.50518805892379,39.671580463374426,,,2.68613908004531,"Logan Allen",27589,671106
"Jalen Beeks","- - -",48.884257499790706,,47.064378624288445,,,25.767330169677734,47.77037292480469,46.63618882497152,,,46.82082291451102,25.912227630615234,,47.77037292480469,,46.63618882497152,,2.678142781140857,"Jalen Beeks",17192,656222
"Adbert Alzolay","CHC",36.685594331319024,,39.16519964044744,,,38.98450814275966,40.92220112993112,22.603945456895254,,,33.46216183520378,,,40.93658220587603,40.47730555432908,22.603945456895254,,2.6650049253495096,"Adbert Alzolay",17859,640470
"Chase Burns","CIN",49.26858649359809,,,,,50.42971611022949,47.59387900124133,50.114161355154856,,,43.1694043080012,,,47.59387900124133,,50.114161355154856,,2.6604668031875605,"Chase Burns",35333,695505
"Robert Garcia","- - -",25.266562336669047,,41.33250427246094,,,,28.847955743610235,,,,24.314022280324902,,,28.847955743610235,,,,2.6357037649058364,"Robert Garcia",23363,676395
"Jose A. Ferrer","- - -",35.26732422346921,,,,,33.837064086320154,31.35487437516116,,,,31.39313295340665,,,31.35487437516116,,,,2.6340787115230513,"Jose A. Ferrer",24017,678606
"Johan Oviedo","- - -",28.199982269298534,,18.381397247314453,,,25.65721160173416,30.55012090025679,36.26751073797079,,,32.11582830156599,,,30.55012090025679,,36.26751073797079,,2.6097605358096363,"Johan Oviedo",22487,670912
"Grant Taylor","CHW",58.9199238170277,,51.82523633848946,,,53.63703079223633,52.10631852102752,60.94979413643411,,,,,,52.10631852102752,,60.94979413643411,,2.590474439886882,"Grant Taylor",33927,691799
"Zach Davies","- - -",33.66536305500911,,35.884975284338,,,35.647092324250906,37.30752187093099,43.01403044783361,,,36.584711376740124,,,37.78244830716041,35.04248809814453,43.01403044783361,,2.574466643395426,"Zach Davies",13183,605200
"Edwin Uceta","- - -",12.249592407226562,,18.06519198133832,,,20.243669900440036,19.153661012649536,33.40261773709898,,,17.860617592555133,,,20.148174285888672,19.137875087677486,33.40261773709898,,2.566900631247468,"Edwin Uceta",20539,670955
"Tobias Myers","- - -",60.889975256182346,,59.61657700066587,61.39466957907075,,59.37954826354981,61.883743496116146,64.54512733459472,,,58.631446482142586,,,61.883743496116146,,64.54512733459472,,2.5514487862150084,"Tobias Myers",22191,668964
"Jason Foley","DET",30.330232916031292,,,,,29.16209537222136,34.56671346165742,,,,25.89052583979464,,,35.168238835675375,28.79206954411098,,,2.550042639765623,"Jason Foley",19531,671345
"Joey Cantillo","CLE",53.5518194132073,,,,,,52.61949705433201,56.44529887202947,,,52.61180812180644,,,52.61949705433201,,56.44529887202947,,2.547396040347682,"Joey Cantillo",23335,676282
"Eric Lauer","- - -",38.81410766806035,,36.958069810370134,,,34.90022277832031,39.308559436099834,39.55604446102196,,,33.86695143233898,,,39.308559436099834,,39.55604446102196,,2.5422679253608162,"Eric Lauer",19316,641778
"Anthony Bender","MIA",23.46883723610326,,,,,23.869942488341497,16.56591403012577,,,,15.338401483234607,,,22.441762213561674,12.196848705794613,,,2.5119411936083518,"Anthony Bender",19742,669622
"Tanner Banks","- - -",50.27161677767722,,,,,50.032847137925046,47.4585413164049,43.132597686767575,46.2093620300293,,49.42987914778229,,,47.838590354318896,45.84443778769914,43.132597686767575,,2.5103782092882634,"Tanner Banks",16990,621383
"Jeremiah Estrada","- - -",66.70488324018102,,,60.97811186491553,,,59.75125822002199,55.941847483317055,,,53.47148370742798,,,59.75125822002199,,55.941847483317055,,2.4920552054934273,"Jeremiah Estrada",22210,669093
"Simeon Woods Richardson","MIN",48.154451795444366,,,45.05070829512812,,,45.12833183899989,53.43288348358456,,,45.68982636406626,,,45.12833183899989,,53.43288348358456,,2.4789346816388425,"Simeon Woods Richardson",24494,680573
"Randy Vásquez","- - -",35.78496067572394,,35.99537509623669,,,34.58463018325739,32.63339201807976,37.02102511691064,,,34.2963169264415,,,31.87222081138974,32.74838902452867,37.02102511691064,,2.4777598023694054,"Randy Vasquez",24719,681190
"Kyle Finnegan","- - -",47.05667035675427,,,48.16134275763158,,37.56035393608941,49.34340904377125,53.637760162353516,,,,,,49.25432341481892,57.501107352120535,53.637760162353516,,2.4452402464447887,"Kyle Finnegan",15009,640448
"Jack Leiter","TEX",45.34279452779209,,45.37250439713641,,,44.12190531385043,48.70960663267015,52.91802176817216,,,44.18137340169204,,,48.70960663267015,,52.91802176817216,,2.434086571313328,"Jack Leiter",30146,683004
"Jake Irvin","WSN",29.97350613875569,,27.147747924026934,,,27.58734989853675,23.378197193145752,28.777298013667117,,,28.21751167360416,,,23.588478115626742,22.969317621654934,28.777298013667117,,2.414261519349833,"Jake Irvin",21504,663623
"Parker Messick","CLE",44.55898163938623,,43.023773193359375,,,42.6381891145179,46.5854197309061,46.906745513739615,,,39.78705500460219,,,46.5854197309061,,46.906745513739615,,2.4097443841997808,"Parker Messick",31986,800048
"Alexis Díaz","- - -",12.259509825107795,,,,,,14.405718915823167,25.42217254638672,,,,,,14.405718915823167,,25.42217254638672,,2.3743396979485354,"Alexis Diaz",21132,664747
"Abner Uribe","MIL",37.49883385227151,,,,,38.05073533903243,41.3358229176382,,,,,,,41.3358229176382,,,,2.366479247034929,"Abner Uribe",25327,682842
"Ronel Blanco","HOU",46.5378616671706,,,,,,43.452324627464094,48.32183773453171,,,44.00504565268867,,,43.452324627464094,,48.32183773453171,,2.3518803171638885,"Ronel Blanco",19407,669854
"Kyle Wright","ATL",26.849686650298832,,,,,26.35209200918389,27.187384629612648,,30.45924834969239,,26.074420568105335,,,27.187384629612648,,,,2.3442280766663828,"Kyle Wright",19665,657140
"Aaron Loup","- - -",16.00188148021698,,8.62594055059963,,,7.465175592609333,,0.5466032128855093,,,-0.4310148630593274,,,,,0.5466032128855093,,2.327902497875086,"Aaron Loup",10343,571901
"Daniel Bard","COL",20.63412737098267,,,,,26.008606656509286,29.68407540466228,35.91841946226178,,,17.697209015167015,,,29.68407540466228,,,35.91841946226178,2.32349452715642,"Daniel Bard",7115,453268
"Adam Ottavino","- - -",27.584546604623455,,24.97228289192373,51.06187438964844,,24.7026761307508,24.034688595465123,35.27368211746216,,,23.063118678611396,,,24.228998678701895,24.02588597346739,35.27368211746216,,2.3157681746867005,"Adam Ottavino",1247,493603
"Yennier Cano","- - -",15.92672226144949,,17.674730232783727,22.79270745757827,,15.21564693846732,10.721546670799317,,,,22.08123814920507,,,10.721546670799317,,,,2.3152399024672965,"Yennier Cano",25911,666974
"Dallas Keuchel","- - -",49.001600130142705,,47.90432513369003,,,45.05253586889422,43.476825819103,,,,46.60379013203246,,,43.476825819103,,,,2.3067912413292495,"Dallas Keuchel",9434,572971
"Orion Kerkering","PHI",36.317901186374804,,,36.93520872933524,,31.964617359207338,27.78795802453642,,,,,,,,27.78795802453642,,,2.2925580390464404,"Orion Kerkering",31776,689147
"Lucas Luetge","- - -",40.45994362464318,,46.2558665549846,,,,39.444412468103046,48.8814539974683,,,,,,40.19997323195705,38.908269612476076,48.8814539974683,,2.2769645800542397,"Lucas Luetge",8337,476595
"Michael Fulmer","- - -",42.95155783288273,,43.54224774105521,,,40.728717744116686,38.10724369395863,44.57538525954537,,,33.66541654413397,,,50.5062607273911,36.72957513468835,44.57538525954537,,2.2741842761898114,"Michael Fulmer",13218,605242
"Kyle Harrison","- - -",27.698622979204444,,26.451622356068004,,,30.628673993624172,26.170069575309753,24.185884820172415,,,21.484338732280825,,,26.170069575309753,,26.69396209716797,24.18329382336829,2.2721479127463136,"Kyle Harrison",27758,690986
"Noah Cameron","KCR",55.98396605639036,,56.592185238291165,,,42.20785903930664,56.52476247812246,62.48821817232868,,,49.206127415214915,,,56.52476247812246,,62.48821817232868,,2.2556352564209425,"Noah Cameron",30184,702070
"Ryan Thompson","- - -",-1.7551146148116854,,-4.767515514836167,0.9613808989524841,,-9.191112219321376,-6.7841110453009605,,,,4.89164662361145,,,-6.7841110453009605,,,,2.2519588832236086,"Ryan Thompson",16647,657044
"Michael McGreevy","STL",33.93665581117489,,31.331750453862927,,,32.47507178147068,30.040349764097865,36.079402026795506,,,33.14290350287624,,,32.52259171124801,29.37280153916959,36.079402026795506,,2.251354913495745,"Michael McGreevy",29869,700241
"Jake Odorizzi","- - -",38.31290146118817,,42.89535029465178,39.13162197800771,,,45.268155306861516,47.50154132843018,,,,,,45.268155306861516,,47.50154132843018,,2.2432097983079764,"Jake Odorizzi",6397,543606
"Danny Duffy","KCR",52.54513972060485,,,,,50.20250549316406,49.99888771806838,56.24762211949372,,,49.3836363725439,,,49.99888771806838,,56.24762211949372,,2.237719980194954,"Danny Duffy",3542,518633
"Jordan Hicks","- - -",38.53917295380501,,44.51536321640015,30.566275797706556,,34.81165207687736,31.783939812490967,,,,30.028909243070164,,,35.266852910178045,31.432384078418426,,,2.2138788662208904,"Jordan Hicks",19618,663855
"Louis Varland","- - -",38.270737562230025,,37.41153935185185,,,38.882975260416664,36.432036825326776,35.23623934659091,43.16154675726913,,33.34037223148867,,,40.061686726798,34.497364943882204,35.23623934659091,,2.213675900420694,"Louis Varland",27691,686973
"Tyler Holton","- - -",47.02095450351113,,45.564263971412885,,,40.97132168973656,38.99983823685139,51.14416632853763,,,40.9737328890763,,,41.57203005071272,38.0796608306374,51.14416632853763,,2.2033167328712753,"Tyler Holton",26231,663947
"Steven Okert","- - -",32.00595885675072,,31.94228786892361,,,29.697622299194336,32.19216250561653,,,,33.144334983825686,,,32.19216250561653,,,,2.183107851039772,"Steven Okert",13580,595345
"Tyler Kinley","- - -",46.16888538004809,,41.01615905761719,42.9359016418457,,46.4813611647662,45.44359961667516,47.92055989735162,,,42.80654073117384,,,45.44359961667516,,47.92055989735162,,2.1817150361280913,"Tyler Kinley",18297,641755
"Cade Horton","CHC",47.72636870365993,,,,,45.43375542899159,50.581079497741854,54.52769845754989,,,46.85170407623414,,,51.76860046386719,50.568741776107196,54.52769845754989,,2.177733768216838,"Cade Horton",31872,690990
"Tim Mayza","- - -",38.69760004679362,,,46.09194231033325,,38.958616659384006,39.860997158810264,0,,,,,,39.860997158810264,,0,,2.16773921468947,"Tim Mayza",15042,641835
"Jack Dreyer","LAD",58.856581394597995,,,,,,54.29068318332534,58.73817919945532,,,,,,54.29068318332534,,58.73817919945532,,2.1668705164179958,"Jack Dreyer",30249,676263
"Michael Kopech","- - -",45.22574654749926,,43.202805008426786,,,,41.850481606469366,46.061617064539256,,,38.656034081669176,,,41.850481606469366,,46.061617064539256,,2.1668615446028716,"Michael Kopech",17282,656629
"Michael Soroka","- - -",32.43440651806283,,26.246143861250445,,,35.33256956736247,40.258200581168865,33.975283001541,,,35.29360434792259,,,40.258200581168865,,,33.975283001541,2.1638559750889534,"Michael Soroka",18383,647336
"Shane Smith","CHW",32.78665744633037,,,,,33.41108112518018,34.417341000324974,39.101727152105624,,,30.650040321435437,,,34.38511394722063,37.564849853515625,39.101727152105624,,2.1559070003923897,"Shane Smith",31687,681343
"Joe Kelly","- - -",29.588426689566273,,,,,27.3049171534947,32.56142386936006,,35.996489435198086,,29.6004857785974,,,32.56142386936006,,,,2.154193352325869,"Joe Kelly",9761,523260
"James Paxton","- - -",42.19226602352027,,41.02311489954019,,,35.216694783682776,,,45.14823207665123,,44.934553414803965,,,,,,,2.153053953542396,"James Paxton",11828,572020
"Cole Sulser","- - -",42.78513708557359,,37.915937989201375,,,,38.920372540125186,49.33065439860026,,,42.418371814618006,,,38.91613328693718,39.103266034807476,49.33065439860026,,2.136532097938181,"Cole Sulser",15256,642121
"Trevor Stephan","CLE",34.221379703885134,,,37.49811778429061,,,35.36742138291236,,,,,,,35.36742138291236,,,,2.132008778958713,"Trevor Stephan",19932,663986
"Spencer Arrighetti","HOU",25.421790719828785,,21.40811014794684,,,20.2536192390154,19.14234249755282,24.64151945660828,,,20.70397280447138,,,21.84061574935913,19.116583321145725,24.64151945660828,,2.128406165205189,"Spencer Arrighetti",29921,681293
"Justin Wrobleski","LAD",38.42175318296158,,35.74080162533259,,,36.23842137925168,36.281888925939576,42.00627462146352,,,35.849755431666516,,,36.24571286994993,38.651424407958984,42.00627462146352,,2.121496205391879,"Justin Wrobleski",31204,680736
"Grant Holmes","ATL",39.59961065664155,,38.630149223954206,,,38.84202241897583,38.81604521336469,40.84806437114439,,,37.32055485633112,,,38.81604521336469,,40.84806437114439,,2.0854959880881134,"Grant Holmes",16944,656550
"Emilio Pagán","- - -",40.9209283011982,,41.54509137162635,42.09304081536586,,0,42.98659626642863,44.51901435852051,,,39.84271240234375,,,42.98659626642863,,44.51901435852051,,2.068284472608041,"Emilio Pagan",14771,641941
"Justin Slaten","BOS",53.22642050849067,,49.75418333835999,,,,47.277728658523,54.18926678063735,,,,,,,47.277728658523,54.18926678063735,,2.0653272124186315,"Justin Slaten",25648,686580
"Garrett Richards","- - -",34.15974052760538,,,,,35.2617626633755,36.18168681993746,41.66766115931236,47.45381164550781,,33.51184942687086,,,36.18168681993746,,41.66766115931236,,2.057538650813763,"Garrett Richards",9784,572070
"Cole Sands","MIN",23.254012448920143,,25.732363967277742,22.921133405897354,,24.02765461624853,45.2420539855957,20.05981822137709,,,19.738271372658865,,,45.2420539855957,,20.05981822137709,,2.0558592363256585,"Cole Sands",21461,663485
"James Karinchak","CLE",61.02410798113339,,,,,,,62.79985376906721,,,,,,,,62.79985376906721,,2.0459089716684815,"James Karinchak",20151,675916
"Joel Payamps","- - -",30.589786213926736,,38.49169031778971,,,29.961539895316793,29.31231452656067,,,,29.431705549911218,,,29.43557000818516,26.336319854294043,,,2.034049354595084,"Joel Payamps",14332,606303
"José Leclerc","- - -",41.45573209104753,,39.99289866727941,,,42.14331097369428,38.798372926509906,36.515984853108726,,,42.358963069269215,,,38.81289146305512,31.277767181396484,36.515984853108726,,2.0222757795973596,"Jose Leclerc",14524,600917
"Dakota Hudson","- - -",35.64221685652423,,33.83871677943638,,,38.46292208384318,35.105639300517225,36.144860151216584,,,35.84923338563475,,,35.105639300517225,,36.144860151216584,,2.021996916918657,"Dakota Hudson",19206,641712
"Daniel Lynch IV","KCR",43.05016115592228,,38.25676472981771,,,37.52591925033544,39.07740049522016,42.875396728515625,45.76782482110181,,36.14341395381882,,,39.07740049522016,,42.875396728515625,,1.9940806657040833,"Daniel Lynch IV",21537,663738
"Randy Rodríguez","SFG",38.49215047889285,,,,,32.62584239244461,37.03669216532103,,,,28.934859684535436,,,37.03669216532103,,,,1.9797096253364612,"Randy Rodriguez",23974,678495
"Michael Pineda","- - -",35.38028256389245,,,,,,33.71477423568615,,,,37.059879104709424,,,33.71477423568615,,,,1.9695734142189858,"Michael Pineda",5372,501381
"Bobby Miller","LAD",46.836253404378176,,,,,42.95141391579164,47.911908002676945,50.951982954134444,,,45.53074889006438,,,48.00044266093861,45.1293934413365,50.951982954134444,,1.9517749438035514,"Bobby Miller",27483,676272
"Sean Burke","CHW",43.341631294906605,,38.28196695688609,,,40.83329908088718,39.667641095522434,43.489453411102296,43.375755310058594,,37.63127102069001,,,39.667641095522434,,43.489453411102296,,1.9458502992817168,"Sean Burke",29878,680732
"Ryan Weathers","- - -",36.16471965884979,,,,,33.246580566757025,35.660133050524,,,,35.12324678813312,,,35.76711341703521,35.58122832265066,,,1.9378991534534615,"Ryan Weathers",23796,677960
"Kevin Kelly","TBR",13.077425296107927,,3.6817541205341167,,,2.8636688043239964,3.330332096602381,,,,-0.989568482123075,,,,3.330332096602381,,,1.9349821662215945,"Kevin Kelly",25679,687330
"Joe Ross","- - -",35.17831537060272,,,36.28259729456018,,36.5621440560623,34.00685575754956,36.80515664996523,,,34.327572884319494,,,34.00685575754956,,36.80515664996523,,1.9238786148783398,"Joe Ross",12972,605452
"Stephen Kolek","- - -",36.71598555705801,,32.52539480300177,,,34.59761931498846,30.926555995452098,33.967376708984375,,,29.96819555048357,,,31.853486513644057,29.295682790144433,33.967376708984375,,1.9228546345246076,"Stephen Kolek",21487,663568
"Erik Swanson","- - -",53.42867290578182,,,47.842008910860336,,,44.41372306979432,,,,,,,44.41372306979432,,,,1.8955640704665009,"Erik Swanson",16587,657024
"Kwang Hyun Kim","STL",53.47465507722341,,,,,57.719181878226145,53.12349007024566,55.06260704473637,0,,53.92373469403682,,,53.12349007024566,,55.06260704473637,,1.8830602515260626,"Kwang Hyun Kim",27458,547942
"Matt Wisler","- - -",40.342493662901965,,,,,,42.38979242139139,,,,47.367340087890625,,,42.38979242139139,,,,1.8752391144238105,"Matt Wisler",12804,605538
"Josh Staumont","- - -",60.372204993427665,,,,,55.967870686455434,47.536470379548916,54.90558764260625,,,,,,47.536470379548916,,54.90558764260625,,1.856918970519717,"Josh Staumont",18335,622251
"Tyler Alexander","- - -",36.79787395215954,,36.83037903255327,30.170578002929688,,35.03127581727983,35.40665092006807,46.052886962890625,,,37.12621196802112,,,40.328864751469474,33.32135016116154,46.052886962890625,,1.8565377910895942,"Tyler Alexander",17735,641302
"Huascar Brazobán","- - -",36.621820409974056,,36.75546136426676,,,36.59902825008909,38.17052205403646,,,,37.08253341475669,,,38.17052205403646,,,,1.8454995488020982,"Huascar Brazoban",6107,623211
"Brennan Bernardino","- - -",17.248139412172378,,18.367981378022616,,,20.146412621005343,18.274317590813887,14.405640154985656,43.37615203857422,,19.67946535039831,,,18.274317590813887,,14.405640154985656,,1.8218291319467268,"Brennan Bernardino",16835,657514
"Luis Ortiz","- - -",23.24425083613682,,22.486849368986537,,,21.352462960756743,28.590759968340436,,,,29.46091510202283,,,28.590759968340436,,,,1.8174299962169582,"Luis Ortiz",27646,682847
"Hunter Gaddis","CLE",33.685098587546506,,31.888513529075766,39.646478107997346,,,37.09711562587257,43.744666303907124,,,31.38826040857767,,,37.09711562587257,,43.744666303907124,,1.813782600156626,"Hunter Gaddis",25636,683769
"Brad Hand","- - -",35.039601228570426,,,,,38.26869801853014,32.730673772146595,43.662527084350586,,,,,,36.836972045898435,32.63587137136736,43.662527084350586,,1.8095003134952503,"Brad Hand",9111,543272
"Cody Bradford","TEX",57.53567406267058,,55.956729640131414,,,,54.05466796875,59.83703715006511,,,49.609951381974795,,,54.05466796875,,59.83703715006511,,1.7917285333082793,"Cody Bradford",27597,674003
"Cade Povich","BAL",42.27804398502864,,41.23618195163217,,,40.965141237090904,41.029978927813076,42.38964012531919,,,39.22560860499863,,,47.642268676757816,40.21565753015979,42.38964012531919,,1.791206625510512,"Cade Povich",30055,700249
"Brock Burke","- - -",41.20212747008526,,,,,40.941540884593174,40.27135679853049,,,,36.907937671329165,,,40.27135679853049,,,,1.7865427091377397,"Brock Burke",17968,656271
"Jordan Lyles","- - -",40.76020557340153,,45.25517000051645,,,41.08956655497587,39.92732088803075,42.56066230920554,,,39.08841677673725,,,34.644075647033844,41.071737198306735,42.56066230920554,,1.7824027378963498,"Jordan Lyles",7593,543475
"Daniel Hudson","- - -",29.50345005930206,,,,,27.688720028217023,32.879066558209686,36.46508462088449,,,29.001480161529226,,,32.879066558209686,,36.46508462088449,,1.7786120958216443,"Daniel Hudson",7146,543339
"José Buttó","- - -",36.91761253212487,,,,,34.378455686300825,35.534009652979236,40.27161184946696,,,34.6600656570143,,,36.247810469733345,33.39260735231287,40.27161184946696,,1.7726638704301272,"Jose Butto",23313,676130
"Jared Jones","PIT",41.43770383927979,,,,,,42.24816115554031,49.023234249500746,,,42.439345859345934,,,42.24816115554031,,49.023234249500746,,1.7602245264605572,"Jared Jones",27863,683003
"Tejay Antone","CIN",20.42819836842928,,28.1877498626709,,,13.679109205279435,23.605552372812223,30.172385315562405,,,7.801671645220588,,,23.505607635255846,24.864856828962054,30.172385315562405,,1.7549722939803145,"Tejay Antone",16233,622088
"Noah Syndergaard","- - -",39.979114586484116,,40.22947285970052,39.64774258931478,,39.18036533661785,39.45523590156163,40.616500823159974,,,38.969603294488635,,,39.45523590156163,,40.616500823159974,,1.7516269510849127,"Noah Syndergaard",11762,592789
"Richard Bleier","- - -",30.310336986058196,,30.41068867225509,31.032112808227538,,28.727367028323087,30.725423856356244,,,,29.276198180946142,,,30.830145393321718,-1.3193657398223877,,,1.7418197049595308,"Richard Bleier",7803,542947
"Gavin Stone","LAD",48.347510300239506,,46.27117685880062,,,47.8973603214778,45.63178990681966,49.47788460023941,,,47.167736736096835,,,45.60704295560929,45.86788662059887,49.47788460023941,,1.7234633611438945,"Gavin Stone",27792,694813
"Brock Stewart","- - -",26.17899988110759,,27.03644516177294,,,25.439517974853516,28.829841381895775,,,,27.214712510415172,,,,28.829841381895775,,,1.7234540166144154,"Brock Stewart",16727,592779
"Buck Farmer","- - -",35.314290908279375,,,,,30.76714247385661,30.54916791599917,,,,31.319861979352627,,,30.54916791599917,,,,1.7069248609406436,"Buck Farmer",14814,571656
"Justin Topa","- - -",,,13.135843240453841,,,11.498199621435978,11.519832785798128,,,,11.184882086866041,,,12.716055394382012,10.102343567533989,,,1.7016998297605488,"Justin Topa",15145,623437
"James Kaprielian","OAK",36.8689503294658,,,,,31.48525146484375,30.55342834094339,41.62646821053761,,,35.370171029739616,,,30.55342834094339,,41.62646821053761,,1.7012257686172552,"James Kaprielian",18331,621076
"Jared Koenig","- - -",40.258093973224085,,25.773399709065757,,,35.81925949390724,38.55717536246423,31.590474639232173,,,24.753409188224357,,,38.55717536246423,,31.590474639232173,,1.6854738016237394,"Jared Koenig",27517,657649
"J.T. Ginn","OAK",43.86481546722682,,41.6773276668584,,,45.862760479266825,39.99270036982651,,,,43.53644484334917,,,39.99270036982651,,,,1.6836410682179168,"J.T. Ginn",27889,669372
"Sean Newcomb","- - -",36.71730568213163,,35.961426228284836,,,26.821074547852284,30.54767354329427,31.26101803337176,,,31.637549227337505,,,30.54767354329427,,37.94106297428832,25.57533101089128,1.6752244874909237,"Sean Newcomb",16943,656794
"Ryan Tepera","- - -",39.49441438872239,,33.46351981311111,,,35.63699146705338,41.07799707343583,41.90427811940511,,,39.83711984022608,,,41.38055696952094,37.6463310342086,41.90427811940511,,1.6732449645610552,"Ryan Tepera",10291,572193
"Joe Boyle","- - -",41.49468365248005,,,30.615966240564983,,25.136248420266543,39.97396753814456,52.389503349692134,,,,,,40.14344787597656,37.517987301475124,52.389503349692134,,1.668754800593386,"Joe Boyle",29608,671212
"Albert Suárez","BAL",43.312535649870675,,37.144785646774324,,,,,42.489707089776864,,,33.40024429455138,,,,,42.683471223228,37.63176482064383,1.6686051101857684,"Albert Suarez",6175,544150
"Brant Hurter","DET",30.147325684538984,,,,,29.001123683744687,29.591403532106497,,,,27.45634996240789,,,,29.591403532106497,,,1.6656488477168567,"Brant Hurter",30133,676428
"Ian Hamilton","- - -",43.11992191300621,,,,,36.733416768153624,40.378991278196466,,,,48.010955810546875,,,40.378991278196466,,,,1.6594992831426278,"Ian Hamilton",19261,641656
"Lucas Sims","- - -",37.059052311468925,,38.253199100494385,35.72384452819824,,35.66442960851333,35.31856575205724,33.90692947205319,,,30.411495971679688,,,34.30656452748039,37.27296969615837,33.91208657855261,33.04913075764974,1.6560747398620794,"Lucas Sims",13470,608371
"DJ Herz","WSN",37.40661592705305,,,,,,35.54164956321179,,43.73448555424528,,37.23192974963347,,,35.54164956321179,,,,1.6553498077814457,"DJ Herz",26389,687792
"Jake McGee","- - -",33.18656650244021,,,,,33.0945405960083,34.90791146813369,,,,,,,34.90791146813369,,,,1.6504540947539037,"Jake McGee",7550,459429
"Rick Porcello","NYM",36.68813020280264,,,,,38.3900474238794,37.53417564684506,43.88555046081543,,,34.37025599325857,,,37.53417564684506,,43.88555046081543,,1.6383162438324461,"Rick Porcello",2717,519144
"Matt Waldron","SDP",29.18034173418554,,29.644709282733025,,,27.298584444993207,27.420872458196012,,,,,,30.377300526139923,,27.420872458196012,,,1.6289748009486709,"Matt Waldron",25550,663362
"Kendall Graveman","- - -",42.32351725596302,,38.77886616099965,,,43.75806991341188,43.987926079899545,47.161176539649645,,,41.26504837142097,,,43.987926079899545,,47.161176539649645,,1.627544356281242,"Kendall Graveman",15514,608665
"Matt Barnes","- - -",40.4353542607292,,,43.158154752519394,,,,,44.1408003521419,,40.86617900900645,,,,,,,1.6181956885092752,"Matt Barnes",12863,598264
"Justin Wilson","- - -",49.41374034656536,,47.64806171856095,47.13804443359375,,43.5659423828125,49.40048571995327,,,,,,,49.40048571995327,,,,1.6067253935094872,"Justin Wilson",4301,458677
"Jacob Latz","TEX",50.19620456441995,,,,,,49.67438584274627,54.73576672132625,,,48.03622626312508,,,49.67438584274627,,54.73576672132625,,1.5718457624501672,"Jacob Latz",21306,656641
"Zach Thompson","- - -",46.365675507930284,,44.69115024593705,,,46.903692393832735,,46.11917840528858,,,41.89118427763353,,,,,46.11917840528858,,1.5596383074631113,"Zach Thompson",16094,605507
"Rhett Lowder","CIN",34.604478239603466,,,,,25.58764146129537,31.649235958239704,,,,25.11216684115135,,,31.649235958239704,,,,1.5527450202578346,"Rhett Lowder",33876,695076
