Name,Team,FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,ERA,NameASCII,PlayerId,MLBAMID
"Kenley Jansen","- - -",,,59.3874859400562,,,65.61463950020926,62.050351725415325,,,,39.448333740234375,,,62.31024553399337,54.99609120686849,,,3.0368100336046915,"Kenley Jansen",3096,445276
"Zack Britton","NYY",,,,,,36.56291403860416,36.198012741752294,,,,,,,36.198012741752294,,,,4.0263163420756864,"Zack Britton",3240,502154
"Ryan Weber","- - -",,,13.164001024686373,,,13.101572129085586,14.600367233401439,20.49341629876031,,,14.290604644680615,,,14.600367233401439,,20.49341629876031,,4.635193528493853,"Ryan Weber",10160,543901
"Ryan Sherriff","- - -",,,,,,17.792561431158155,23.33215844112894,,,,22.523183398776585,,,23.33215844112894,,,,3.1935490072705086,"Ryan Sherriff",12249,595411
"Dakota Bacus","WSN",,,,,,32.88606544593712,30.66600440530216,31.184977531433105,,,,,,30.66600440530216,,31.184977531433105,,7.9411831250708484,"Dakota Bacus",14545,621290
"Mark Appel","PHI",,,,,,43.66715431213379,39.38897972106933,,,,35.408402579171316,,,39.38897972106933,,,,1.7419355374593284,"Mark Appel",14823,571446
"Justin Topa","- - -",,,13.135843240453841,,,11.498199621435978,11.519832785798128,,,,11.184882086866041,,,12.716055394382012,10.102343567533989,,,4.141434997347861,"Justin Topa",15145,623437
"Jimmy Yacabonis","- - -",,,,,,32.134674498488785,26.245152435302735,,,,28.454483440944127,,,26.2603271484375,26.244706120210534,,,7.200001666546254,"Jimmy Yacabonis",15157,642231
"Miguel Castro","- - -",,,,,,11.461868309453035,15.88924689970073,,,,18.232554789745446,,,15.88924689970073,,,,4.147200978091051,"Miguel Castro",15684,612434
"Kent Emanuel","- - -",,,,,,26.61979607308265,23.20183833952873,,,,26.5622817221142,,,28.4472713470459,23.16777702430626,,,4.5849060922140055,"Kent Emanuel",15849,592288
"Cy Sneed","HOU",,,55.71057481032152,,,,53.710969845453896,55.237729415893554,,,58.44344787597656,,,53.710969845453896,,55.237729415893554,,5.711538674309858,"Cy Sneed",16106,605482
"Sam Clay","- - -",,,,,,35.12663868223371,31.054006416853085,,,,34.75587388838845,,,31.054006416853085,,,,5.900664220981882,"Sam Clay",16279,621348
"Ryan Borucki","- - -",,,20.280503749847412,28.219177088343113,,25.636496045461897,26.46607831852165,,,,26.237984796172206,,,25.93719328457201,29.470145511627198,,,4.302790212271389,"Ryan Borucki",16350,621366
"Danny Young","- - -",,,16.685550371805828,,,18.928167788304965,10.491681465474736,,,,4.372763951619466,,,,10.491681465474736,,,4.005495495897433,"Danny Young",18439,664849
"Trevor Kelley","- - -",,,,,,-9.258532583589613,-13.182805894369102,-11.21529802056246,,,-15.470271462743932,,,-9.210642849315297,-15.150994824933576,-11.21529802056246,,6.377954011616607,"Trevor Kelley",18454,665001
"Sean Poppen","- - -",,,,,,23.489765836837442,22.6514608260782,,,,22.971195793151857,,,22.6514608260782,,,,4.728814388179472,"Sean Poppen",19583,664092
"Seth Elledge","STL",,,,,,32.53339185809145,37.057660265033746,,,,34.8037478129069,,,37.057660265033746,,,,4.628573123290235,"Seth Elledge",19766,676220
"Jake Fishman","MIA",,,,,,6.054533615853023,10.400113330167883,,,,,,,10.400113330167883,,,,4.090909822420771,"Jake Fishman",20060,670288
"Chad Smith","- - -",,,,,,31.106447510441914,31.361038653055825,,,,32.47493989127023,,,31.361038653055825,,,,7.105264617878614,"Chad Smith",20190,663385
"Cristopher Sánchez","PHI",,,34.866129557291664,,,31.783633794079286,32.35545435509912,,,,28.844081971094198,,,32.35545435509912,,,,3.13705592409455,"Cristopher Sanchez",20778,650911
"Adrián Martinez","OAK",,,,,,19.595669652726517,20.934409652788613,,,,18.044353416579927,,,20.934409652788613,,,,5.511834820098943,"Adrian Martinez",21023,661309
"Justin Hagenman","NYM",,,21.773962890625,,,24.868243634700775,25.258601317534577,,,,21.900673085992988,,,25.258601317534577,,,,4.563380588167526,"Justin Hagenman",21546,663795
"Elvis Peguero","- - -",,,,,,21.824184376484638,24.657601202636204,26.663341522216797,,,,,,24.657601202636204,,26.663341522216797,,4.256471395317152,"Elvis Peguero",21652,665625
"Aaron Fletcher","- - -",,,,,,15.909313433638243,14.912021160125732,,,,18.40253988532133,,,14.912021160125732,,,,9.152544610496088,"Aaron Fletcher",22052,667465
"Ryan Miller","LAA",,,,,,31.30908728158602,33.88525965857127,,,,,,,32.98361274633515,36.05408488093196,,,4.153846791862834,"Ryan Miller",22187,668943
"Angel De Jesus","DET",,,,,,27.90907629850869,27.56895369517652,23.331125259399414,,,27.63881802558899,,,27.56895369517652,,23.331125259399414,,2.1315793753331587,"Angel De Jesus",22323,669804
"Kody Funderburk","MIN",,,39.01158972312146,,,32.01807325621719,32.65403177044916,,,,29.901628389133244,,,34.29035241913732,29.355139380470316,,,4.080386636070807,"Kody Funderburk",24993,681892
"Juan Burgos","- - -",,,31.686914078176837,,,30.64064326756437,37.11008359674822,38.172818844134994,,,29.501597086588543,,,,37.11008359674822,38.172818844134994,,6.075001557022732,"Juan Burgos",27271,686228
"Graham Ashcraft","CIN",,,50.365832618667824,,,42.47499070617823,49.18910849767307,18.69631576538086,,,45.75580596923828,,,49.18910849767307,,18.69631576538086,,4.59759063218188,"Graham Ashcraft",27552,668933
"Mitch Spence","- - -",,,47.27260349066974,,,44.03483179798276,41.96709699446259,53.19739252633422,,,42.86192481994629,,,41.96709699446259,,53.19739252633422,,4.91250037760011,"Mitch Spence",27707,687765
"Kyle Backhus","- - -",,,,,,8.712875632717186,4.98485475325445,,,,14.433984097567471,,,,4.98485475325445,,,4.628573064172116,"Kyle Backhus",29615,679775
"McCade Brown","COL",,,,,,30.97189405487805,28.93895682108771,32.200319586859806,,,26.253279004778182,,,28.93895682108771,,32.200319586859806,,7.363636819643592,"McCade Brown",30004,685326
"Julian Aguiar","CIN",,,,,,29.2980664660047,27.057631964432566,33.6236007067622,,,24.767518615722658,,,27.057631964432566,,33.6236007067622,,6.252631892788129,"Julian Aguiar",30031,687924
"Mason Fluharty","TOR",,,30.814567887746144,,,27.64386558532715,37.372336393657484,,,,39.5323326587677,,,,37.372336393657484,,,4.6551739378277714,"Mason Fluharty",31553,689254
"Carson Whisenhunt","SFG",,,,,,51.37887682792468,50.14019079375685,56.46640968322754,,,43.18365398206209,,,50.14019079375685,,56.46640968322754,,5.014285782599937,"Carson Whisenhunt",31676,687931
"Garrett McDaniels","LAA",,,,,,47.871692059988,47.660127868652346,54.47617149353027,,,,,,47.660127868652346,,54.47617149353027,,5.906251474167588,"Garrett McDaniels",31751,680729
"Brandyn Garcia","- - -",,,,,,15.564971139090401,14.32654050776833,,,,14.81899325052897,,,16.41027861375075,13.242996578216554,,,4.05000083282607,"Brandyn Garcia",33568,805299
"Tyler Rogers","- - -",-32.257386614392686,,,,,-57.9168718129629,-58.32933762886781,,,,,,,-58.32933762886781,,,,2.790916475091486,"Tyler Rogers",15541,643511
"Adam Cimber","- - -",-25.419626387956654,,,,,-25.496067101838157,-25.00441033791428,,,,,,,-25.00441033791428,,,,3.6694639478046778,"Adam Cimber",15288,643256
"Tim Hill","- - -",-14.848985420872799,,-15.961414325668152,,,-20.428227823850094,-15.033383149550971,,,,8.657321244478226,,,-15.033383149550971,,,,3.605591042888838,"Tim Hill",16814,657612
"Darren O'Day","- - -",-10.659907429306596,,,,,-15.624430877574977,-16.802988096610786,,,,,,,-16.802988096610786,,,,2.9589052698499994,"Darren O'Day",3321,503285
"Joe Smith","- - -",-6.528537229466357,,,,,-21.974721897853893,-12.237433370862687,51.764854431152344,,,-12.333443096705846,,,-12.237433370862687,,51.764854431152344,,4.835822396938496,"Joe Smith",3281,501925
"Scott Effross","- - -",-5.597367375758232,,,,,-5.575029771815411,-6.552630914072705,,,,-11.345590822710962,,,-6.679537531848137,-5.537377971869248,,,3.5859382397358495,"Scott Effross",18384,664123
"Chase Lee","- - -",-3.592199468031162,,,,,-4.008861947767805,-4.786136345032158,,,,-1.6979911236746892,,,,-4.786136345032158,,,4.189656003388463,"Chase Lee",29574,695445
"Ryan Thompson","- - -",-1.7551146148116854,,-4.767515514836167,0.9613808989524841,,-9.191112219321376,-6.7841110453009605,,,,4.89164662361145,,,-6.7841110453009605,,,,3.515625714999405,"Ryan Thompson",16647,657044
"Hoby Milner","- - -",-1.674225976607743,,,,,-2.701685482360231,-1.978406561620107,,,,-6.079006417508585,,,,-1.978406561620107,,,3.7766189718560708,"Hoby Milner",13346,571948
"Wyatt Mills","- - -",-1.0027294979645656,,,,,-5.640233943700791,-12.675074007678296,,,,,,,-12.853048163012984,-8.029948425292968,,,6.646155284453032,"Wyatt Mills",20010,670090
"Austin Brice","- - -",-0.5731595404631726,,,,,1.2696581878195143,,4.7640147932644545,,,3.6342186494307085,,,,,4.7640147932644545,,5.850002340563578,"Austin Brice",17237,592169
"Penn Murfee","- - -",1.1172249258993423,,,,,0.44670962468492537,-1.0261533028268628,,,,-1.7178449630737305,,,,-1.0261533028268628,,,3.3750006422634526,"Penn Murfee",25174,682171
"Alek Jacob","SDP",2.0187641309082873,,,,,-2.127911627292633,-1.4468260223450868,,,,-3.420331842958715,,,,-1.4468260223450868,,,3.9056611130802548,"Alek Jacob",29628,689690
"Justin Lawrence","- - -",2.3148398208312497,,,,,-2.9398454671788636,1.4889621153051553,,,,22.58133888244629,,,12.526779174804688,1.4569498848541707,,,5.092106159719851,"Justin Lawrence",17639,664875
"Jose Cuas","- - -",2.432369599857274,,,,,1.6024485188368134,1.8653451639343985,,,,3.622045157663524,,,1.7686824929822265,2.3019937809942097,,,4.3743028478005215,"Jose Cuas",17701,621016
"Alex Claudio","- - -",5.300272232294082,,,,,2.801843673941018,9.792079191791768,,,,12.23322162222355,,,9.792079191791768,,,,4.716868815491097,"Alex Claudio",12890,592222
"Alex Wood","- - -",5.864543151855469,,,,,20.042559599593005,18.274846464000266,,44.51371765136719,,20.538405524100252,,,18.274846464000266,,,,4.553699546038318,"Alex Wood",13781,622072
"Steve Cishek","- - -",6.189962041949985,,,,,3.218954714241943,4.191145104965825,,,,4.589761634667714,,,4.191145104965825,,,,4.015087021041387,"Steve Cishek",6483,518553
"Grant Anderson","- - -",6.500922188307075,,39.88455581665039,,,4.25718482053601,-2.0889556958125186,,,,4.092987617386169,,,-3.569228870253409,-0.7062523162971108,,,4.500000994205695,"Grant Anderson",20546,681982
"Aaron Bummer","- - -",6.95829196656878,,10.924183925735615,41.70048522949219,,8.700267113800043,13.033776690344235,15.270171703376207,,,13.875864611731636,,,22.275376319885254,12.944052422096263,15.270171703376207,,4.12864187034925,"Aaron Bummer",16258,607481
"Jake Reed","- - -",6.999244451522827,,-8.436309814453125,,,-9.207745054406983,-8.690476951828922,,,,-12.626198887825012,,,-8.690476951828922,,,,7.573172537292352,"Jake Reed",16209,596082
"Jimmy Herget","- - -",7.147270436695726,,,,,0.31931157706968744,5.189074826895854,2.0891043506277245,-6.018065134684245,,6.354844055288205,,,5.30104641067628,3.7789711375812907,2.0891043506277245,,3.2661295389664313,"Jimmy Herget",17556,623474
"Adam Kolarek","- - -",8.69609809743947,,,,,-7.761566079181174,-1.5617100199063618,,,,-3.30813329257071,,,-1.5617100199063618,,,,3.309678321079704,"Adam Kolarek",10843,592473
"Mychal Givens","- - -",9.154410924121224,,,,,3.2302775581677756,8.07192543373809,,,,-0.16598943272907507,,,8.07192543373809,,,,3.634616272266587,"Mychal Givens",10430,571710
"John Schreiber","- - -",10.345159696480273,,11.026031332015991,,,7.767412868944613,4.270462827598563,0,,,7.4744212349889265,,,,4.270462827598563,0,,3.5247158749510215,"John Schreiber",20020,670167
"Cooper Criswell","- - -",10.667706274986267,,13.82925131193985,,,11.49075725213837,14.245340882923394,,,,9.93270458814591,,,15.345019118426597,14.136565128962198,,,4.2220079517974085,"Cooper Criswell",24975,681867
"Joe Jacques","- - -",10.670369148254395,,,,,10.221295726415777,6.698879404628978,,,,8.356362462043762,,,6.892291382301686,6.50086236000061,,,5.46067500940687,"Joe Jacques",25178,682175
"Ryan Castellani","- - -",11.464185709741658,,,,,18.80585568450218,14.43126971905048,15.250127806486907,,,15.60040178606587,,,14.43126971905048,,15.250127806486907,,5.472972489161482,"Ryan Castellani",16377,624418
"T.J. McFarland","- - -",11.472392082214355,,19.805896759033203,,,15.222914381863777,18.776276886179783,,,,18.7165520151738,,,24.356513494603774,16.71848898699382,,,4.445784568421532,"T.J. McFarland",3237,519008
"Noé Ramirez","- - -",11.650940463037202,,,,,,,14.380419880366153,,,17.911363178414753,,,,,14.380419880366153,,4.037384370683737,"Noe Ramirez",12800,598287
"Chris Sale","- - -",11.980460838540793,,,,,9.640646269873196,11.034905020185644,,,,7.175895193398169,,,11.034905020185644,,,,2.8448953539879196,"Chris Sale",10603,519242
"Edwin Uceta","- - -",12.249592407226562,,18.06519198133832,,,20.243669900440036,19.153661012649536,33.40261773709898,,,17.860617592555133,,,20.148174285888672,19.137875087677486,33.40261773709898,,3.7025321588789994,"Edwin Uceta",20539,670955
"Austin Adams","- - -",12.253371178944906,,,,,11.264717202437552,11.896086492415133,,,,,,,11.896086492415133,,,,4.206799931633084,"Austin Adams",13801,613534
"Alexis Díaz","- - -",12.259509825107795,,,,,,14.405718915823167,25.42217254638672,,,,,,14.405718915823167,,25.42217254638672,,3.3804882176925646,"Alexis Diaz",21132,664747
"Tyler Danish","BOS",12.443901891708373,,,,,14.276074082398218,8.322615887219216,9.398280143737793,,,16.267383478125748,,,17.630950927734375,8.184202011633097,9.398280143737793,,5.1322318360064285,"Tyler Danish",15126,641501
"Kevin Kelly","TBR",13.077425296107927,,3.6817541205341167,,,2.8636688043239964,3.330332096602381,,,,-0.989568482123075,,,,3.330332096602381,,,3.472081980425536,"Kevin Kelly",25679,687330
"Rony García","DET",13.182234731506982,,,,,16.50679561548066,19.19562108176095,23.74082232615987,,,22.20275969254343,,,19.19562108176095,,23.74082232615987,,5.352424017064572,"Rony Garcia",20430,665621
"Jared Hughes","NYM",13.347860753536224,,,,,13.227409218842128,,17.14050534449586,,,13.551417075981528,,,,,17.14050534449586,,4.835822261423822,"Jared Hughes",9325,453172
"Nick Sandlin","- - -",13.422729710626868,,,12.200103779885337,,13.473427305911885,4.423226615379755,,37.43748092651367,,,,,4.423226615379755,,,,3.5128602342701245,"Nick Sandlin",20517,680704
"Michael Tonkin","- - -",13.636119826020954,,,,,13.842495600975015,13.950991496875497,,,,,,,14.432741275706638,11.19487570461474,,,4.074546045141365,"Michael Tonkin",10315,543859
"Seth Martinez","- - -",13.654215282988998,,14.311228179931641,,,14.878719087596343,15.64772045763233,,,,18.473840983141038,,,,15.64772045763233,,,4.000000525679923,"Seth Martinez",21045,661527
"Shun Yamaguchi","TOR",13.925591706066596,,,14.36618327131175,,,14.093064685200536,20.35096613566081,,,,,,14.093064685200536,,20.35096613566081,,8.064934974412209,"Shun Yamaguchi",27460,685493
"Gavin Hollowell","- - -",14.25678637787536,,15.44624963014022,,,13.908047277535966,13.57767768238866,,,,18.61903214454651,,,14.90521893334296,9.656090308879984,,,5.943397449594324,"Gavin Hollowell",25427,668970
"Tayler Scott","- - -",14.926049402071538,,,11.697840422933751,,16.030502663616048,15.40942872131572,,,,18.87657883053734,,,15.822442636411052,12.077783203125,,,4.368701063358828,"Tayler Scott",13652,605463
"Tom Cosgrove","- - -",15.14534871107867,,,,,13.393506638955749,10.891917096791472,,,,14.946418126424154,,,,10.891917096791472,,,3.8571438687190938,"Tom Cosgrove",23443,676680
"Sammy Peralta","- - -",15.382087026568625,,,,,22.221913506002988,9.444849766425367,,,,12.07060928778215,,,12.06668900568551,7.612923683264317,,,5.1240884551098205,"Sammy Peralta",25589,671111
"Paul Sewald","- - -",15.449817057823338,,,,,,19.794739057536887,,,,22.489873341151647,,,21.627625238327752,19.774297939610495,,,3.600000353256896,"Paul Sewald",13892,623149
"Luis F. Castillo","- - -",15.572072214894481,,,,,14.653636867717161,10.977602831522624,,,,10.5576890707016,,,15.841922971937391,8.892894199916295,,,5.062500301748532,"Luis F. Castillo",20638,622379
"Bryan Hudson","- - -",15.770046822412718,,12.704669186616918,,,14.424915988628682,9.875497351247798,,,,16.357213497161865,,,,9.875497351247798,,,2.462264450698671,"Bryan Hudson",19924,663542
"Yennier Cano","- - -",15.92672226144949,,17.674730232783727,22.79270745757827,,15.21564693846732,10.721546670799317,,,,22.08123814920507,,,10.721546670799317,,,,3.845698232489069,"Yennier Cano",25911,666974
"Aaron Loup","- - -",16.00188148021698,,8.62594055059963,,,7.465175592609333,,0.5466032128855093,,,-0.4310148630593274,,,,,0.5466032128855093,,3.38095340508183,"Aaron Loup",10343,571901
"Jacob Stallings","- - -",16.327792936755763,,,,,,,,40.583334604899086,,30.964774431501116,,,,,,,4.5,"Jacob Stallings",13723,607732
"Sergio Romo","- - -",16.50169647367377,,,,,16.79503025553533,13.933592219280108,,,,16.569226725017604,,,13.933592219280108,,,,5.056857052716878,"Sergio Romo",9817,489265
"Noah Murdock","ATH",16.51447868347168,,16.351262855529786,,,17.326324316873503,14.76157233002898,,,,18.314594523111978,,,,14.76157233002898,,,13.235296437897478,"Noah Murdock",27908,668716
"Carson Palmquist","COL",16.58551767848482,,22.760773225264117,,,17.811390585369534,26.244474118894285,,,,21.797829208374022,,,,26.244474118894285,,,8.912621936875441,"Carson Palmquist",31612,687223
"Andrew Miller","STL",16.694655675829555,,,,,15.536578883295475,11.441097579839575,52.7381591796875,,,,,,11.441097579839575,,52.7381591796875,,4.224491039498523,"Andrew Miller",6785,453192
"Victor González","- - -",17.057729212443032,,,,,22.444332577026998,24.665067297462524,,,,22.410406306385994,,,24.665067297462524,,,,3.3550304309611083,"Victor Gonzalez",16408,624647
"Tony Watson","- - -",17.081154526325694,,,,,15.814746106824566,19.857659216850035,,,,17.53528672259001,,,19.857659216850035,,,,3.5840714893310475,"Tony Watson",3132,453265
"PJ Poulin","WSN",17.23701888602852,,,,,12.420902798476728,15.798860397016952,,,,15.127869372097951,,,,15.798860397016952,,,3.4253740561325623,"PJ Poulin",23394,676571
"Brennan Bernardino","- - -",17.248139412172378,,18.367981378022616,,,20.146412621005343,18.274317590813887,14.405640154985656,43.37615203857422,,19.67946535039831,,,18.274317590813887,,14.405640154985656,,3.5375732574238223,"Brennan Bernardino",16835,657514
"Collin Snider","- - -",17.289145865838584,,18.71599485874176,,,12.61698057461982,20.007350771112595,21.128560569069602,,,11.184192419052124,,,17.407947840653065,22.310542696575787,,21.128560569069602,4.475544323494363,"Collin Snider",23307,676092
"Ryan Walker","SFG",17.49564778804779,,,,,16.826301640059164,19.053937397247704,9.162238121032715,,,,,,19.053937397247704,,9.162238121032715,,3.2201840237527666,"Ryan Walker",20423,676254
"Grant Hartwig","NYM",17.692583084106445,,19.712298199750375,,44.200660705566406,19.105887648638557,12.495968119303386,,,,9.897211565290178,,,,12.495968119303386,,,5.142857982187992,"Grant Hartwig",29946,701643
"Nick Lodolo","CIN",17.744179267490033,,,,,15.735228514918687,,19.198789671635115,,,17.754409071665386,,,,,19.198789671635115,,4.167064609862542,"Nick Lodolo",26378,666157
"Taylor Williams","- - -",17.818870142343883,,,,,17.791820860745613,16.0843410415343,,,,,,,16.0843410415343,,,,5.468356353009849,"Taylor Williams",14899,592865
"Erich Uelmen","- - -",18.186370595296225,,,,,16.083785577253863,17.789416917612854,,,,14.917628765106201,,,17.789416917612854,,,,5.785715535815543,"Erich Uelmen",20323,657272
"Edwin Díaz","- - -",18.250213370241823,,,,,19.621809217664932,23.446999173928486,,,,23.467117309570312,,,23.446999173928486,,,,2.5404103665785764,"Edwin Diaz",14710,621242
"Tanner Houck","BOS",18.301526417683082,,19.30956398813348,21.80193587596226,,20.974675280676568,19.579704538723195,,,,,,,18.64935443648608,20.620683664578763,,,3.965565844951321,"Tanner Houck",19879,656557
"Luis Castillo","- - -",18.5931769055483,,16.133846759796143,,,16.583064295083528,15.884668831606069,,,,13.138377200897766,,,15.884668831606069,,,,3.6179105069829043,"Luis Castillo",15689,622491
"Kirby Snead","- - -",18.907398673815607,,,,,17.15753922981791,21.93167177275939,,,,13.370335768139551,,,21.93167177275939,,,,5.085203212047786,"Kirby Snead",19179,669912
"Phillips Valdez","BOS",18.95340633392334,,,,,14.995137316355773,27.942083328962326,,,,17.568027022825955,,,27.942083328962326,,,,4.673076743634766,"Phillips Valdez",15605,570488
"Jake Bird","- - -",18.976421529596504,,21.091077557467802,,,16.44838888714828,14.371820708244078,26.759258307516575,,,25.91565553765548,,,16.870338420994234,12.776572612576958,26.759258307516575,,4.762551691580955,"Jake Bird",21267,656234
"Rafael Dolis","TOR",19.314454396565754,,,32.112936877564294,,30.84287134607943,30.189365968575927,,,,,,,30.189365968575927,,,,3.857144029241183,"Rafael Dolis",4185,503569
"Chris Mazza","- - -",19.44566011843474,,27.2221507487324,,,20.514276008466226,29.3921155990309,,,,26.429560005664825,,,29.3921155990309,,,,5.31383000793347,"Chris Mazza",14151,607391
"Noah Schultz","CHW",19.481490086464987,,24.011790146062403,,,18.086200261520126,20.30500989082532,,,,21.98471270109478,,,,20.30500989082532,,,4.909091121894278,"Noah Schultz",32056,702273
"T.J. Zeuch","- - -",19.49275116693406,,22.209645428995447,,,16.097968537928693,16.761915952164607,,,,21.93189576092888,,,16.761915952164607,,,,7.540541573063802,"T.J. Zeuch",19269,643615
"Casey Legumina","- - -",19.667866555782442,,,,,19.18529359817505,16.485458448708776,,,,14.14432668685913,,,17.003744959831238,16.274630077814653,,,5.68421134658149,"Casey Legumina",25921,668984
"Elvis Alvarado","ATH",19.678929588347103,,,24.298591136932373,,18.940803030262824,19.669570187655363,,,,12.48925079837922,,,19.669570187655363,,,,4.1538467109204085,"Elvis Alvarado",21662,665660
"Travis Bergen","- - -",19.69314244680026,,,,,,,23.98646119583485,,,0,,,,,23.98646119583485,,2.3684211975154543,"Travis Bergen",18581,664157
"Joey Gerber","- - -",19.723297722842716,,,,,0,27.61104785601298,,,,38.19301223754883,,,27.61104785601298,,,,3.2727287667848772,"Joey Gerber",24591,680702
"Joe Mantiply","- - -",19.788013477199126,,,,,17.68860813556727,,19.736983715648382,,,16.335072556841403,,,,,19.736983715648382,,4.17525900065627,"Joe Mantiply",14857,573009
"Logan VanWey","HOU",19.997544640893334,,17.519697461809432,,,17.276805460453033,15.60808292388916,,,,15.240321159362793,,,,15.60808292388916,,,4.263158128780024,"Logan VanWey",31884,701121
"Sam Moll","- - -",20.036084321211483,,,,,19.396070481170945,14.080393203726501,,,,13.712785319278115,,,,14.080393203726501,,,3.416521331456119,"Sam Moll",14874,594580
"Tejay Antone","CIN",20.42819836842928,,28.1877498626709,,,13.679109205279435,23.605552372812223,30.172385315562405,,,7.801671645220588,,,23.505607635255846,24.864856828962054,30.172385315562405,,2.534694294098931,"Tejay Antone",16233,622088
"Kirby Yates","- - -",20.44010006404096,,,20.586456102419227,,,23.018558088938395,,,,34.35607147216797,,,22.886298108983922,24.208897908528645,,,3.3686204361518013,"Kirby Yates",9073,489446
"Daniel Bard","COL",20.63412737098267,,,,,26.008606656509286,29.68407540466228,35.91841946226178,,,17.697209015167015,,,29.68407540466228,,,35.91841946226178,3.825000346541436,"Daniel Bard",7115,453268
"Randy Dobnak","MIN",20.671221892038982,,,,,18.20877364904886,19.153891475556083,,,,17.932615837684043,,,19.153891475556083,,,,5.688427741382486,"Randy Dobnak",23798,677976
"Tyson Miller","- - -",20.802254519208805,,,35.96310806274414,,21.504106438678242,16.425433595671908,22.430183136299863,,,19.81199189821879,,,21.89723305080248,14.886908076503166,22.430183136299863,,3.87096828650245,"Tyson Miller",19976,668338
"Jake Cousins","- - -",20.831316702706474,,,,,24.512673592749444,22.910962990352086,,,,20.17661009894477,,,22.910962990352086,,,,2.779412311342391,"Jake Cousins",21620,664776
"Brad Lord","WSN",20.847440011657362,,,,,17.690399714066068,17.700126302967902,20.178181648254395,,,17.318129424807392,,,17.892789139826075,13.93631979397365,,20.178181648254395,4.140756544662787,"Brad Lord",31972,695418
"Casey Lawrence","- - -",20.902254166945912,,22.7490417773907,,,21.2202601205735,19.820817771999316,23.99092388153076,,,20.01089645612358,,,19.82628385715575,19.81239966232411,23.99092388153076,,6.142858003002296,"Casey Lawrence",11121,596271
"Ty Blach","COL",21.050295307813094,,22.14415155993346,,,24.05624857093927,22.49942398071289,24.89097380547469,,,22.043122232046805,,,22.49942398071289,,24.89097380547469,,6.134251619692972,"Ty Blach",14361,621389
"Aaron Nola","PHI",21.073975925758237,,21.534248376168993,,,20.43333443110377,,,23.19258138104305,,17.25884161451137,,,,,,,4.151740576629021,"Aaron Nola",16149,605400
"Julio Teheran","- - -",21.281992129981518,,20.97198226031135,,,21.57742442110159,23.88780062217412,26.381011180388622,,,24.025923576907836,,,23.88780062217412,,26.381011180388622,,6.099397362593669,"Julio Teheran",6797,527054
"Chris Roycroft","STL",21.316704023315246,,20.01296136997364,,,18.965119226711003,19.430326454931027,,,,,,,19.84087927246094,15.764676298413958,,,5.98295613906431,"Chris Roycroft",31261,688297
"Jesse Chavez","- - -",21.35817056543687,,18.638064703343748,,,20.440407862030003,22.291972790734242,26.38121099541657,,,21.861055779102756,,,22.291972790734242,,26.38121099541657,,3.424779216296041,"Jesse Chavez",5448,445926
"Emerson Hancock","SEA",21.72505443025971,,20.556897416899474,,,17.22170077569042,22.911315097289833,25.076159540812174,,,19.902893534057405,,,27.910377393450055,13.430334762986657,25.076159540812174,,4.450079348175211,"Emerson Hancock",27470,676106
"Yohan Ramírez","- - -",21.95040687478497,,29.37942945957184,,,19.49943797761439,27.537490735607086,37.7838474626643,,,15.286651306152343,,,33.61636760018089,27.430843808053975,37.7838474626643,,4.631965410945405,"Yohan Ramirez",19444,670990
"Trevor Williams","- - -",21.986396242175584,,,,,18.677694917938204,20.69655181618582,28.24242487820712,,,20.51482799907693,,,23.034691083934945,15.960235463739632,28.24242487820712,,4.672750280727756,"Trevor Williams",16977,592866
"Declan Cronin","- - -",22.0689525828642,,,,,21.221959826631366,22.084193233913844,,,,37.23630905151367,,,22.07611564589851,22.39684766881606,,,4.9795091978194455,"Declan Cronin",25645,686539
"Trevor Rogers","- - -",22.2129096335329,,20.884868367513022,,,22.30221965505594,22.45567735150154,,,,22.479469030190923,,,22.717179121983914,20.311937604631698,,,3.9452797463774467,"Trevor Rogers",22286,669432
"Jake Diekman","- - -",22.214142546512356,,19.748019642300076,,,20.28108827691329,21.223449303870108,,,,18.06195996325949,,,19.857242877666767,21.237522745661426,,,3.941606872800624,"Jake Diekman",5003,518617
"Reiver Sanmartin","CIN",22.407500913698378,,,,,22.323818390595846,21.242108019571457,,,,20.821142329468717,,,21.242108019571457,,,,5.656127786765716,"Reiver Sanmartin",19754,665665
"JT Chargois","- - -",22.489199913154213,,,,,24.747285996740626,25.189378306397007,38.63761901855469,,,31.456061363220215,,,25.189378306397007,,38.63761901855469,,2.7349142912786153,"JT Chargois",13767,608638
"Zach Logue","- - -",22.55572162400808,,25.50246216569628,,,20.117032527923584,,19.573701179318313,,,16.95059530074987,,,,,19.573701179318313,,7.200000392368883,"Zach Logue",20231,656657
"Richard Lovelady","- - -",22.584686772104657,,,,,20.51592815854422,18.95906684362058,,,,18.924872875213623,,,18.760435732180795,19.565414483467357,,,4.376147816791167,"Richard Lovelady",19337,663992
"Sean Manaea","- - -",22.622762693932003,,24.528522671676996,,,24.700687660128455,24.80228428504739,22.949872334798176,,,29.19462899198354,,,27.5008762112583,22.28914967626542,22.949872334798176,,4.356712751650038,"Sean Manaea",15873,640455
