Name,Team,FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,ERA,NameASCII,PlayerId,MLBAMID
"Kyle Harrison","- - -",27.698622979204444,,26.451622356068004,,,30.628673993624172,26.170069575309753,24.185884820172415,,,21.484338732280825,,,26.170069575309753,,26.69396209716797,24.18329382336829,4.011428691661605,"Kyle Harrison",27758,690986
"Brandon Walter","- - -",27.712642303732938,,31.952728724267434,,,23.94377206296337,25.923402606316333,,,,19.251266716770008,,,25.347091674804688,25.925585544470586,,,4.226087044137189,"Brandon Walter",26056,687888
"Jon Gray","- - -",27.718837925304065,,,,,30.176509857177734,31.697552900525796,36.277778509672046,,,31.420290186381045,,,32.25981251444136,29.851917698402897,36.277778509672046,,4.520362057851685,"Jon Gray",14916,592351
"Kumar Rocker","TEX",27.8047141011556,,31.971780838867907,,,28.994549043299788,39.62904893493652,37.65974938379575,,,29.627120115625576,,,39.62904893493652,,37.65974938379575,,5.082353169266338,"Kumar Rocker",31843,677958
"Mike Kickham","- - -",27.82019930107649,,,,,28.444198608398438,26.350439669817863,25.20668083639706,,,40.5374755859375,,,26.350439669817863,,25.20668083639706,,8.437499937135726,"Mike Kickham",11618,592464
"Jeremy Beasley","- - -",27.821596564976037,,,23.568195660909016,,,27.02993543757949,0,,,,,,27.02993543757949,,0,,5.837838467931711,"Jeremy Beasley",20205,676886
"Tony Santillan","CIN",27.829352650591122,,,,,25.982406616210938,30.378016488839194,25.124423169959794,,,33.70991481434215,,,30.378016488839194,,,25.124423169959794,3.2727277504917485,"Tony Santillan",19926,663574
"Seranthony Domínguez","- - -",27.880948707443512,,28.90774178504944,35.471611493371526,,26.86727676060608,30.54751224549401,33.99486964941025,,,27.20606097053079,,,30.251901138253107,31.31153976598904,33.99486964941025,,3.6224073010754774,"Seranthony Dominguez",19249,622554
"Jake Brentz","KCR",27.91942520866239,,,,,26.986225128173828,31.435761803074886,,,,30.10978854669107,,,31.435761803074886,,,,5.192308805265961,"Jake Brentz",17783,641394
"Matt Festa","- - -",27.970834101541705,,33.05222005919209,,,28.99372056325277,30.276186454863776,,,,28.849905014038086,,,,30.276186454863776,,,4.46281094097714,"Matt Festa",19330,670036
"Zach Eflin","- - -",28.06090866332035,,27.979818850061076,,,28.77133036028991,28.066935305452432,31.738793483264942,,,28.687834955426293,,,29.193132131061855,26.659189250734116,31.738793483264942,,3.991898815617489,"Zach Eflin",13774,621107
"Jason Alexander","- - -",28.101507706167812,,24.091361594922613,,,19.30227800200257,21.27677090572677,,,,23.323645195501488,,,21.88859769251074,20.516197169592623,,,5.446352281036915,"Jason Alexander",19666,669920
"Dillon Tate","- - -",28.101695264323375,,30.21283210435481,,,29.01254547966851,20.04301369012292,,,,25.011453487998562,,,19.40183844933143,20.058951124406452,,,3.8507471781821176,"Dillon Tate",17796,622253
"Brett de Geus","- - -",28.146646817525227,,26.17867907642448,29.122949453500603,,27.954825171002305,,,31.611593046108215,,32.07280921936035,,,,,,,7.389474907030562,"Brett de Geus",23592,676969
"Hans Crouse","- - -",28.18442662556966,,,,,26.580194680587105,28.106013572379336,,,,29.093335723876955,,,28.106013572379336,,,,3.3402065262808525,"Hans Crouse",22192,668968
"Johan Oviedo","- - -",28.199982269298534,,18.381397247314453,,,25.65721160173416,30.55012090025679,36.26751073797079,,,32.11582830156599,,,30.55012090025679,,36.26751073797079,,4.294332866903926,"Johan Oviedo",22487,670912
"Cole Wilcox","- - -",28.210454189416133,,,,,26.578931759565304,29.380758311650524,,,,26.033295882375615,,,29.56253154303438,29.061798167678546,,,6.906977859573199,"Cole Wilcox",27481,677961
"Cody Laweryson","MIN",28.25423486328125,,28.963122147780197,,,,,,,,31.914305506525814,,,,,,,2.571428932705755,"Cody Laweryson",26429,689520
"JP Sears","- - -",28.263045210823,,33.63029098510742,,,21.309307214995137,18.901455520375936,20.042971765178525,,,17.17172747920725,,,18.638719474227685,19.013050523738272,20.042971765178525,,4.526849793980479,"JP Sears",23429,676664
"Jonathan Cannon","CHW",28.290299600434345,,25.76295942141686,,,26.93104019959768,23.702506594598212,,,,24.0153831816907,,,24.665809631347656,23.699819556838797,,,5.131579140546917,"Jonathan Cannon",31730,686563
"Andrew Heaney","- - -",28.348665021334757,,28.741164525349934,,,10.536636041898797,28.463338852793722,30.198033693436052,34.65789900154903,,30.399202789401908,,,28.463338852793722,,30.198033693436052,,4.650286301859338,"Andrew Heaney",15423,571760
"Scott Barlow","- - -",28.36623070393559,,,44.967124938964844,,27.77741848966725,24.76462922959225,32.7490513255963,,,,,,25.805809715138338,19.042764083014593,32.7490513255963,,3.4585830313061283,"Scott Barlow",14993,605130
"Jeff Samardzija","SFG",28.435317993164062,,30.054791729266828,29.813817554050022,,28.345626831054688,31.14144123775858,,32.76524353027344,,,,,31.14144123775858,,,,9.719998146057483,"Jeff Samardzija",3254,502188
"Ramón Rosso","PHI",28.444193907823607,,,,,26.410086631774902,28.025149557325577,,,,26.45548908527081,,,28.025149557325577,,,,6.113209540923549,"Ramon Rosso",20368,665759
"Corey Kluber","- - -",28.512003843449364,,30.65486553091412,,,30.94196854151561,,32.11444375206776,,,32.63386030229254,,,,,32.11444375206776,,4.68000013482571,"Corey Kluber",2429,446372
"Max Scherzer","- - -",28.539373516152722,,25.202816104168775,,,,26.494081604768894,32.61591152997443,,,26.148046298060425,,,26.494081604768894,,32.61591152997443,,3.461204894491032,"Max Scherzer",3137,453286
"Jesse Hahn","- - -",28.648356437683105,,,,,28.771676967944607,29.826280684698197,34.026618043253244,,,,,,30.84517346257749,27.069276697495404,34.026618043253244,,3.155844988871814,"Jesse Hahn",13287,534910
"Tyler Ferguson","OAK",28.66020068365859,,25.94976734665205,,,26.404563002152877,26.932864830380396,,,,24.475821256637573,,,,26.932864830380396,,,4.472892241209733,"Tyler Ferguson",19481,621053
"Taylor Rogers","- - -",28.69283730643136,,28.687244759665596,,,28.375819029013314,28.095967767850173,,,,,,,30.33729787973257,28.08508346024671,,,3.6494512524602265,"Taylor Rogers",13449,573124
"Mick Abel","- - -",28.70041774881297,,,,,28.421716612998885,26.66072326997367,28.12710556546271,,,27.58408148326571,,,27.26143906862681,25.08684829711914,28.12710556546271,,5.4606742743304455,"Mick Abel",27756,690953
"Adam Conley","TBR",28.71452717781067,,,,,,27.650379524230956,26.404470443725586,,,31.841471054974726,,,27.650379524230956,,26.404470443725586,,2.28813612488499,"Adam Conley",14457,543045
"Andrew Vasquez","- - -",28.932810691095167,,,,,27.859633718218124,21.868962256917023,-19.204526701638866,,,-20.854106022761417,,,21.868962256917023,,-19.204526701638866,,3.681818984818535,"Andrew Vasquez",19482,607755
"Konner Wade","BAL",29.022993723551433,,26.48884421900699,,,20.669638331932358,,33.072479248046875,,,26.023608979724703,,,,,33.072479248046875,,11.67567778225833,"Konner Wade",14655,592831
"Jakob Junis","- - -",29.02691532556072,,32.86116827451266,,,28.720511459007895,29.796036330990617,33.12652587890625,,,30.402286342360217,,,29.796036330990617,,33.12652587890625,,3.878812538778885,"Jakob Junis",13619,596001
"Luis Peralta","COL",29.02835356465886,,,,,,,27.011427458769045,,,27.371583245017312,,,,,27.011427458769045,,6.031916922668147,"Luis Peralta",24203,678821
"Brady Singer","- - -",29.063941543091882,,26.627392552531184,,,30.06075651219749,30.7200001838076,,,,31.74563181841815,,,31.34486651134166,23.86000174800242,,,4.304347918185106,"Brady Singer",25377,663903
"John King","- - -",29.070092591372404,,27.060679418700083,,,26.28549762076885,27.729140302034825,34.127284440837926,,,22.163797575818784,,,28.256658421679845,26.085992658460462,34.127284440837926,,3.7058830533667817,"John King",22051,667463
"Tim Herrin","CLE",29.08291446032922,,,,,25.51384180086153,29.169566235908032,35.77814304615226,,,,,,29.169566235908032,,35.77814304615226,,3.31473308133121,"Tim Herrin",25139,682120
"Eric Stout","- - -",29.1313526129267,,,,,,24.874941866162796,35.46651947021484,,,26.716633848710494,,,,24.874941866162796,35.46651947021484,,5.641792645856386,"Eric Stout",16873,657770
"Matt Waldron","SDP",29.18034173418554,,29.644709282733025,,,27.298584444993207,27.420872458196012,,,,,,30.377300526139923,,27.420872458196012,,,5.250000208616265,"Matt Waldron",25550,663362
"Jacob Misiorowski","MIL",29.188199585493997,,,,,,27.57460619608561,36.19656642969104,,,29.296542470595416,,,27.57460619608561,,36.19656642969104,,3.384615494968235,"Jacob Misiorowski",31623,694819
"Gabe Speier","- - -",29.26833563841106,,,,,28.589500584299604,27.749005030175255,29.364911044085467,,,28.432624424205105,,,27.769432235909818,24.17832717895508,29.364911044085467,,3.447842843603431,"Gabe Speier",17170,642100
"Mike Vasil","CHW",29.3132327851795,,31.90131535000271,,,28.164148316172884,31.035018042798313,35.52724785640322,,,30.48827473640442,,,,31.035018042798313,35.52724785640322,,2.495049672072558,"Mike Vasil",30105,678024
"Sawyer Gipson-Long","DET",29.35779481137533,,28.233735896922923,,,28.654073315697747,29.5705118271911,,,,30.056248474121094,,,29.5705118271911,,,,5.435065170668665,"Sawyer Gipson-Long",26048,687830
"Yerry De los Santos","- - -",29.43049983320565,,,,,28.992864504339973,32.526433383717254,,,,30.769349009491677,,,32.526433383717254,,,,3.6593412669432106,"Yerry De los Santos",21420,660787
"Daniel Hudson","- - -",29.50345005930206,,,,,27.688720028217023,32.879066558209686,36.46508462088449,,,29.001480161529226,,,32.879066558209686,,36.46508462088449,,3.3196723381384388,"Daniel Hudson",7146,543339
"Joe Kelly","- - -",29.588426689566273,,,,,27.3049171534947,32.56142386936006,,35.996489435198086,,29.6004857785974,,,32.56142386936006,,,,4.213553036451453,"Joe Kelly",9761,523260
"Steven Cruz","KCR",29.636280228820027,,33.18690149570868,,,26.660819175026635,33.924926251920745,,,,,,,33.924926251920745,,,,4.250000779310177,"Steven Cruz",23165,674444
"Yosver Zulueta","CIN",29.798291279719425,,,,,28.811044137374214,26.441136651005305,,,,26.220157384872437,,,26.15459972879161,27.70851208613469,,,5.3239442541755535,"Yosver Zulueta",27765,691172
"Brandon Pfaadt","ARI",29.799147288525052,,24.110569630247173,29.396989822387695,,27.695958795784538,25.094681980189616,31.123775680421844,,,23.824823767704974,,,,25.094681980189616,31.123775680421844,,5.141096088543114,"Brandon Pfaadt",27782,694297
"Matt Strahm","- - -",29.828182173579574,,30.179845180123436,,,29.332851570890384,34.6182992106163,33.73886775970459,,,27.76593034061385,,,34.6182992106163,,33.73886775970459,,3.0566042317842133,"Matt Strahm",13799,621381
"Jayden Murray","HOU",29.830939918164386,,27.587922016779583,,,29.07807950715761,26.868033599853515,33.842359924316405,,,27.293403725875052,,,,26.868033599853515,33.842359924316405,,3.323077171427277,"Jayden Murray",26482,681151
"Joel Kuhnel","- - -",29.84149254188336,,34.96026266666881,,,32.33847561441206,27.80883307132906,35.01019439697266,,,31.467275880787472,,,27.80883307132906,,35.01019439697266,,5.50836201658773,"Joel Kuhnel",19995,669270
"Brad Brach","- - -",29.84293941270595,,27.922354410929852,,,23.083954920087542,25.960222812409096,,,,23.64671232451254,,,25.960222812409096,,,,6.165356160894047,"Brad Brach",6627,542960
"Nick Goody","TEX",29.951887742528374,,,,,,30.35251279558454,,,,,,,30.35251279558454,,,,9.000004267152729,"Nick Goody",13685,580792
"José De León","- - -",29.95799194699964,,31.56514024734497,,,25.41173553466797,31.815889640476392,29.061533610026043,,,32.036569515027495,,,31.815889640476392,,,29.061533610026043,7.634482639366043,"Jose De Leon",15463,592254
"Jake Irvin","WSN",29.97350613875569,,27.147747924026934,,,27.58734989853675,23.378197193145752,28.777298013667117,,,28.21751167360416,,,23.588478115626742,22.969317621654934,28.777298013667117,,5.013801885574633,"Jake Irvin",21504,663623
"Michel Otañez","OAK",29.982029979339273,,,,,30.341628712534114,34.5740964955297,,,,,,,34.5740964955297,,,,4.805086026092141,"Michel Otanez",22533,671305
"Phil Bickford","- - -",29.98986728924385,,,,,31.333630752563476,31.598158636112966,,,,26.980209284815295,,,31.598158636112966,,,,4.61904841440709,"Phil Bickford",18519,641360
"José Marte","LAA",29.992853466669718,,24.549851675594553,,,28.17736560840325,26.472901598612467,,,,24.463078716823034,,,26.472901598612467,,,,5.564886352001977,"Jose Marte",21761,665896
"Carlos Martinez","STL",30.049261936996924,,27.612727499180323,,,22.765869593216202,26.97836528778076,33.93750341315018,,,23.843549863559993,,,26.97836528778076,,33.93750341315018,,6.9478821304801475,"Carlos Martinez",11682,593372
"Jeremy Jeffress","CHC",30.07685040204953,,,33.31752399129605,,34.40753223740052,,,35.62126267377068,,,,,,,,,1.5428574299082998,"Jeremy Jeffress",9490,502026
"Collin McHugh","- - -",30.082022022891355,,28.24180256077117,,,,22.440764253448847,40.69494341497552,42.88948917388916,,21.72620544433594,,,25.1630366398738,22.41737394213125,40.69494341497552,,2.7656254314279742,"Collin McHugh",7531,543521
"Jack Flaherty","- - -",30.100482776141,,31.164072790979887,,,29.72376569272289,28.701484662485896,,28.023667944562288,,24.9319951574957,,,28.701484662485896,,,,4.243052152749378,"Jack Flaherty",17479,656427
"Brant Hurter","DET",30.147325684538984,,,,,29.001123683744687,29.591403532106497,,,,27.45634996240789,,,,29.591403532106497,,,2.3538465304981924,"Brant Hurter",30133,676428
"Jacob deGrom","- - -",30.228586954613256,,,,,33.41514036390517,32.96310066968395,37.248506740354145,,,32.774282740293295,,,32.96310066968395,,37.248506740354145,,2.461326004135344,"Jacob deGrom",10954,594798
"Corey Oswalt","NYM",30.238890506059697,,,,,2.5190865198771157,20.939813977196103,0,,,30.38858431861514,,,20.939813977196103,,0,,4.24285790515203,"Corey Oswalt",13677,621261
"Codi Heuer","- - -",30.24466382842703,,,,,,28.83890393541482,41.065250396728516,,,29.705881318380666,,,28.83890393541482,,41.065250396728516,,3.6689902983526808,"Codi Heuer",23293,676051
"Nick Tropeano","- - -",30.291914621988933,,,32.10547276547081,,31.915130615234375,31.758403288115055,,,,32.1116104888916,,,31.758403288115055,,,,1.521126533259369,"Nick Tropeano",12385,607374
"Devin Williams","- - -",30.294950168511086,,28.989392300869557,,,30.288585662841797,29.078279084425706,,,,19.268368929952057,,,29.078279084425706,,,,2.5095186813956807,"Devin Williams",15816,642207
"Josh Fleming","- - -",30.298428828899677,,30.826216393774683,,,28.465865906269816,,29.34441391794305,,,26.419608403449278,,,,,29.34441391794305,,4.855110279778062,"Josh Fleming",20418,676596
"Richard Bleier","- - -",30.310336986058196,,30.41068867225509,31.032112808227538,,28.727367028323087,30.725423856356244,,,,29.276198180946142,,,30.830145393321718,-1.3193657398223877,,,3.5192316687894123,"Richard Bleier",7803,542947
"Kyle Freeland","COL",30.31169786507605,,25.726130928312028,,,23.229531223698494,22.4283988806789,,26.434690208464,,27.77869192704669,,,21.88666607552741,25.499112058394026,,,4.817156836928468,"Kyle Freeland",16256,607536
"Jason Foley","DET",30.330232916031292,,,,,29.16209537222136,34.56671346165742,,,,25.89052583979464,,,35.168238835675375,28.79206954411098,,,3.155259309188877,"Jason Foley",19531,671345
"Joey Krehbiel","- - -",30.376447965932446,,30.596199991960606,,,25.834237098693848,27.584299659729005,,,,25.311257525318478,,,27.584299659729005,,,,3.8028178288219507,"Joey Krehbiel",13707,607216
"Evan Phillips","- - -",30.4401108718037,,27.518862637606535,,,27.070297408184217,26.39001223345527,,,,35.36349039299544,,,39.986696031358505,26.30260498046875,,,2.416012839533652,"Evan Phillips",17734,623465
"Nolan McLean","NYM",30.44747900390625,,26.712505831037248,,,28.91222344265992,24.23772204896939,28.881299650288064,,,31.240923269471125,,,,24.23772204896939,28.881299650288064,,2.511627962680816,"Nolan McLean",33703,690997
"Chase Petty","CIN",30.564640193790584,,,,,28.955110244750976,33.45824603645169,,,,28.379661386663262,,,34.83813199129972,30.612231254577637,,,12.342858887497506,"Chase Petty",30170,695534
"Joel Payamps","- - -",30.589786213926736,,38.49169031778971,,,29.961539895316793,29.31231452656067,,,,29.431705549911218,,,29.43557000818516,26.336319854294043,,,3.5317853329968383,"Joel Payamps",14332,606303
"Dennis Santana","- - -",30.595440046968516,,33.211867508275546,,,27.86817691200658,31.98526705591246,36.770298335863195,,,31.431486983132082,,,31.98526705591246,,36.770298335863195,,3.9424786468423303,"Dennis Santana",17878,642701
"Payton Tolle","BOS",30.699210133272057,,29.28342682724699,,,26.4931518359062,34.07398109436035,35.88007966403303,,,27.762710515190573,,,34.07398109436035,,35.88007966403303,,4.153846255420936,"Payton Tolle",35466,801139
"Lance McCullers Jr.","HOU",30.73335779060438,,29.832515250311957,,,31.40758583351709,26.074123089130108,,31.03107417047931,,27.450846219383326,,,25.94914533654038,27.434991950662727,,,4.078776628255796,"Lance McCullers Jr.",14120,621121
"Nathan Eovaldi","- - -",30.78903808864236,,33.91962486861825,33.82761401273915,,32.75431935099147,34.942135757428105,37.618150335886455,,,,,,34.942135757428105,,37.618150335886455,,3.460152279090773,"Nathan Eovaldi",9132,543135
"Carmen Mlodzinski","PIT",30.821324158765,,26.08860213283435,30.415014341441257,,26.020648960962273,24.645863589347016,37.82851386692213,,,23.946224151773656,,,26.264973649959604,22.959430884918405,37.82851386692213,,3.472543656939128,"Carmen Mlodzinski",27572,669387
"Jordan Yamamoto","- - -",30.82340702968361,,35.02081506902521,,,32.64770293235779,27.264962589039524,34.0355958726671,,,35.35836622450087,,,27.264962589039524,,34.0355958726671,,13.000002841155355,"Jordan Yamamoto",17585,657141
"Matt Svanson","STL",30.85567254286546,,29.28055279485641,,,29.20664252247803,31.60408444531196,,,,,,,,31.60408444531196,,,3.731707806684083,"Matt Svanson",29629,694335
"Blake Walston","ARI",30.893802676882064,,33.958650932937374,,,28.772954500638523,33.97090530395508,42.30430433485243,,,27.596712827682495,,,,33.97090530395508,42.30430433485243,,4.418182361628466,"Blake Walston",26270,686796
"Brendan White","DET",30.916778671407254,,,33.01285711924235,,31.76391224331326,32.88616598173402,55.76019287109375,,,,,,32.33662792262185,33.4859309247745,55.76019287109375,,5.0901648868953355,"Brendan White",26024,686839
"Tyler Phillips","- - -",30.955811755410558,,,31.723190663853508,,27.245236362463245,27.570090750777677,37.98753441395261,,,30.230425583688838,,,,27.570090750777677,37.98753441395261,,3.5526318378133164,"Tyler Phillips",20629,663969
"Paul Gervase","- - -",30.980006996644747,,27.13278760910034,,,,30.852970940726145,,,,26.12729835510254,,,30.852970940726145,,,,3.970588701664425,"Paul Gervase",31571,801434
"Jairo Díaz","COL",31.002990245819092,,,,,26.112093452278895,37.523061764785666,,,,,,,37.523061764785666,,,,7.650003123433673,"Jairo Diaz",12774,545064
"Zack Wheeler","PHI",31.104798432116787,,29.707720830470702,23.590783841907978,,29.3687862704093,24.02782437084167,31.655606439684558,,,34.33184168073866,,,22.268584152747845,24.114885746822424,31.655606439684558,,2.8963799613187224,"Zack Wheeler",10310,554430
"Craig Stammen","SDP",31.154985427856445,,45.702678054456086,,,43.82673596633437,45.846269861857095,,48.31882563753539,,40.08059470884262,,,45.846269861857095,,,,3.8235299614062326,"Craig Stammen",7274,489334
"Troy Taylor","SEA",31.162631129866597,,,,,,30.21070864892775,,,,28.970464161464147,,,,30.21070864892775,,,5.884615856779435,"Troy Taylor",31883,700187
"Jack Perkins","ATH",31.18151793817077,,29.74873432091304,,,35.708855946858726,28.03058904760024,36.84940643310547,,,31.779493519517242,,,,28.03058904760024,36.84940643310547,,4.365269746975627,"Jack Perkins",31468,678022
"Taylor Widener","ARI",31.193302005270255,,33.627115885416664,,,28.109663486480713,32.07082301563987,40.276953125,,,30.673325783865792,,,32.07082301563987,,40.276953125,,4.2631579588528705,"Taylor Widener",19266,642203
"Thomas Szapucki","- - -",31.234346970979747,,,,,,,33.76072232228405,,,28.4950346105239,,,,,33.76072232228405,,8.67857263864472,"Thomas Szapucki",21065,663378
"Eduarniel Núñez","- - -",31.291063074911794,,,,,,33.76577819477428,37.23783620198568,,,,,,33.76577819477428,,37.23783620198568,,7.105265186269446,"Eduarniel Nunez",23162,674384
"Luis Ortiz","- - -",31.29202663898468,,,,,31.889949374728733,29.89493598937988,34.33203476353695,,,29.688969381924334,,,30.29328441619873,29.71939267950543,34.33203476353695,,3.176470964672701,"Luis Ortiz",16942,656814
"Christian Scott","NYM",31.34990813727972,,29.349378797743057,33.81896389855279,,30.332523345947266,31.03898509064613,,,,,,,33.30842590332031,29.446989448509406,,,4.285714545217517,"Christian Scott",30107,681035
"Aaron Sanchez","- - -",31.3547890403054,,,,,31.761093574153318,,33.791246267465446,,,29.652639230092365,,,,,33.791246267465446,,5.286713568772193,"Aaron Sanchez",11490,592717
"Hyun Jin Ryu","TOR",31.363793813707744,,32.219723040740234,,,31.412338149379675,18.250030517578125,37.67946091772805,,,29.11464480490841,,,18.250030517578125,,37.67946091772805,,3.971428679641415,"Hyun Jin Ryu",14444,547943
"Antonio Santos","COL",31.429587489536832,,,,,37.54932352701823,30.121425368569113,40.2875244140625,,,33.21817270914713,,,30.121425368569113,,40.2875244140625,,8.826926319679258,"Antonio Santos",20383,665733
"Dustin May","- - -",31.432581448775977,,29.604686684773277,,,22.225111342312996,21.085570330557008,27.49932140901864,,,26.743545575575396,,,,21.085570330557008,27.49932140901864,,4.012048403096151,"Dustin May",19716,669160
"Darren McCaughan","- - -",31.45469209943499,,,,,32.822715230070784,26.474913776784703,,,,32.70187237954909,,,32.93459693421709,25.647651901037232,,,6.01630466549865,"Darren McCaughan",20038,670766
"Phil Maton","- - -",31.55189264499075,,29.494201170635428,39.34947204589844,,24.3408399597848,26.958896769838148,29.31823445426654,,,28.70829200744629,,,30.79777705284857,26.050459471757694,29.31823445426654,,3.806723297315852,"Phil Maton",18064,664208
"Jandel Gustave","MIL",31.5619647851151,,,,,30.424384193241316,26.89705671972158,,,,,,,26.89705671972158,,,,3.6906479892339124,"Jandel Gustave",14665,594311
"Adonis Medina","- - -",31.580750076859086,,,,,30.255247913707386,31.099376822171145,35.66499312264579,,,31.59299917782054,,,31.099376822171145,,35.66499312264579,,5.3490570895361005,"Adonis Medina",19903,658431
"Tanner Roark","TOR",31.615718262105048,,,,,29.18222563607352,29.424686235250885,28.56020246233259,,,29.122619294772182,,,29.424686235250885,,28.56020246233259,,6.750000902792423,"Tanner Roark",8753,543699
"Josh A. Smith","MIA",31.625168582043017,,,,,23.058737911395173,24.203016229577965,24.648230743408202,,,25.213959433815695,,,24.203016229577965,,24.648230743408202,,6.835441836331503,"Josh A. Smith",10946,595001
"Robert Dugger","- - -",31.62519663258603,,,,,30.219293490860814,31.089808413856908,36.775157447622604,,,28.53488122023545,,,31.089808413856908,,36.775157447622604,,8.082803996157299,"Robert Dugger",19191,667498
"Colin Holderman","- - -",31.661483679244768,,30.500828179522586,24.124914169311523,,30.989468972425204,28.82277617678252,34.3475859792609,,,28.70915298461914,,,34.45973030726115,27.704086259549612,34.3475859792609,,3.937500584733082,"Colin Holderman",22361,670059
"Dillon Maples","CHC",31.662146084125226,,,,,28.90099367073604,28.458767182236418,37.85227193832397,,,,,,28.458767182236418,,37.85227193832397,,3.0618559937128276,"Dillon Maples",14672,596027
"Touki Toussaint","- - -",31.675782040227897,,,31.73288082685627,,29.43181352871765,34.506164887372194,41.04576821413907,,,,,,34.506164887372194,,41.04576821413907,,5.570078826687284,"Touki Toussaint",16929,657053
"Dan Winkler","CHC",31.697451926337347,,28.27734264632496,,,27.279178047180174,,27.724415833922638,,,18.25980567932129,,,,,27.724415833922638,,4.500001267112891,"Dan Winkler",12237,595465
"Josh Hader","- - -",31.715710163116455,,,,,32.09982583621141,27.10843849182129,,,,23.959200028812184,,,27.10843849182129,,,,2.7789817635899716,"Josh Hader",14212,623352
"Alex Young","- - -",31.733238346225864,,29.28317099699559,,,28.050914706335135,34.12411117553711,28.93304804086685,,,32.96339510227072,,,34.12411117553711,,28.93304804086685,,4.677531281567838,"Alex Young",18333,622065
"Marcus Stroman","- - -",31.74600758759872,,34.36587255862472,33.30942242909478,,33.57185197623867,35.85135770552229,34.19754548121337,,,,,,35.85135770552229,,35.962610161095334,34.09929467365146,3.819444551773306,"Marcus Stroman",13431,573186
"Juan Minaya","MIN",31.758528361388294,,,,,,32.66799571467381,,,,34.60838376151191,,,32.66799571467381,,,,3.0805370704874675,"Juan Minaya",10341,573668
"Blake Treinen","LAD",31.803294555290595,,34.47376927883208,,,33.070524976758534,33.77419664987458,,,,30.024869918823242,,,35.65868182436249,32.262434017809134,,,2.8571434378715246,"Blake Treinen",12572,595014
"Ryder Ryan","- - -",31.83219940185547,,,,,29.277082469365368,31.088981322753124,,,,30.181425094604492,,,31.088981322753124,,,,5.400000633826697,"Ryder Ryan",19891,656924
"Colin Rea","- - -",31.87883907759817,,34.89798320742214,33.710339829666374,,33.911663857446136,33.080319902330615,39.015936550259006,,,47.200374603271484,,,31.200265511699108,33.76684545695094,39.015936550259006,,4.359922408777537,"Colin Rea",12317,607067
"Erasmo Ramírez","- - -",31.893451488018037,,35.18621600892361,,,30.324690130568044,34.232387489742706,35.83836888115187,,,31.554386880160507,,,34.02068670864763,35.10943562643869,35.83836888115187,,4.185410758976158,"Erasmo Ramirez",10314,541640
"Matt Bowman","- - -",31.897430300712585,,34.428355645073786,39.23337014516195,,31.344134910956964,33.76834949446313,,,,,,,,33.76834949446313,,,5.460675091691557,"Matt Bowman",13528,621199
"David Hale","- - -",31.911409103975267,,,,,33.7667596083421,,34.873991778297146,,,33.64527006149292,,,,,34.873991778297146,,5.358780810608939,"David Hale",9756,571735
"Ray Kerr","- - -",31.913978622181602,,27.736695861816408,30.290130390840417,,25.40932623545329,26.91359908492477,31.892162425965452,,,32.36558166503906,,,26.91359908492477,,31.892162425965452,,5.300614118154365,"Ray Kerr",23809,678061
"Jeff Criswell","COL",31.930632157759234,,,,,31.323711395263672,34.36743378975022,39.2461780971951,,,33.178721484015966,,,34.36743378975022,,39.2461780971951,,2.7457630752456015,"Jeff Criswell",27608,676105
"Steven Okert","- - -",32.00595885675072,,31.94228786892361,,,29.697622299194336,32.19216250561653,,,,33.144334983825686,,,32.19216250561653,,,,3.6066185152422063,"Steven Okert",13580,595345
"Ty Buttrey","LAA",32.014381623172376,,,,,,37.123046875,,,,25.345358303615026,,,37.123046875,,,,5.810129111661562,"Ty Buttrey",14719,621142
"Ian Kennedy","- - -",32.03661601325699,,29.947454664442276,39.27993853067614,,28.67171287536621,30.11914448989065,,35.5066397168995,,33.950360984802245,,,30.11914448989065,,,,5.05839479550258,"Ian Kennedy",6986,453178
"Jason Adam","- - -",32.06644868458622,,37.48951721191406,,,,31.38717266166429,,30.706338584423065,,32.37991347418287,,,34.891513092712785,28.26390964781757,,,2.2346940943378018,"Jason Adam",11861,592094
"José Ureña","- - -",32.08012512789588,,,32.02740761541551,,33.00924473896067,34.322476625442505,,,,33.5760891729664,,,34.322476625442505,,,,5.006206673108772,"Jose Urena",11589,570632
"Jay Jackson","- - -",32.12043722099233,,,,,31.766188158307756,33.25358752496111,,,,31.771423548460007,,,33.25283094552847,33.84373474121094,,,4.329114593636002,"Jay Jackson",7432,543351
"Trevor Gott","- - -",32.128826027296704,,35.30707198863721,,,30.679890381206167,34.97685623168945,33.389442425056046,,,29.97131704401087,,,34.97685623168945,,33.389442425056046,,4.76011637529008,"Trevor Gott",15046,641627
"James McArthur","KCR",32.13815697856333,,30.666563034057617,,,31.174258134802994,28.808461151398475,32.56744700615559,,,,,,28.808461151398475,,32.56744700615559,,4.837500549643363,"James McArthur",21527,663704
"Chasen Shreve","- - -",32.174459019007784,,,33.02099540535498,,49.49748229980469,37.94898949047126,,,,,,,39.55069728773467,34.5577193837107,,,4.284784125785805,"Chasen Shreve",10855,592741
