SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE
22010,2544,LeBron James,1610612748,MIA,Miami Heat,0021000001,2010-10-26,MIA @ BOS,L,43,10,21,0.476,3,6,0.5,8,12,0.667,0,4,4,3,1,2,8,1,31,1,41.3,0,2010-11,Regular Season
22010,201587,Nicolas Batum,1610612757,POR,Portland Trail Blazers,0021000002,2010-10-26,POR vs. PHX,W,27,8,17,0.471,3,8,0.375,0,0,,5,6,11,1,1,0,2,3,19,10,34.7,0,2010-11,Regular Season
22010,201142,Kevin Durant,1610612760,OKC,Oklahoma City Thunder,0021000011,2010-10-27,OKC vs. CHI,W,41,9,24,0.375,1,5,0.2,11,13,0.846,1,6,7,3,3,0,6,3,30,15,45.9,0,2010-11,Regular Season
22010,101108,Chris Paul,1610612740,NOH,New Orleans Hornets,0021000010,2010-10-27,NOH vs. MIL,W,37,6,11,0.545,1,2,0.5,4,6,0.667,1,3,4,16,0,0,1,3,17,11,44.8,0,2010-11,Regular Season
22010,201950,Jrue Holiday,1610612755,PHI,Philadelphia 76ers,0021000006,2010-10-27,PHI vs. MIA,L,21,2,9,0.222,2,4,0.5,0,0,,2,0,2,3,2,0,5,1,6,-8,13.9,0,2010-11,Regular Season
22010,201587,Nicolas Batum,1610612757,POR,Portland Trail Blazers,0021000016,2010-10-27,POR @ LAC,W,32,6,7,0.857,3,4,0.75,0,0,,2,4,6,3,2,2,0,3,15,13,38.7,0,2010-11,Regular Season
22010,201599,DeAndre Jordan,1610612746,LAC,Los Angeles Clippers,0021000016,2010-10-27,LAC vs. POR,L,9,1,1,1.0,0,0,,2,4,0.5,0,3,3,1,0,3,0,0,4,-4,18.1,0,2010-11,Regular Season
22010,2544,LeBron James,1610612748,MIA,Miami Heat,0021000006,2010-10-27,MIA @ PHI,W,38,5,12,0.417,0,2,0.0,6,6,1.0,0,6,6,7,2,1,9,1,16,6,33.7,0,2010-11,Regular Season
22010,202331,Paul George,1610612754,IND,Indiana Pacers,0021000013,2010-10-27,IND @ SAS,L,23,1,5,0.2,0,3,0.0,2,2,1.0,1,2,3,2,2,1,3,2,4,-1,16.6,0,2010-11,Regular Season
22010,201566,Russell Westbrook,1610612760,OKC,Oklahoma City Thunder,0021000011,2010-10-27,OKC vs. CHI,W,35,8,15,0.533,0,1,0.0,12,13,0.923,3,7,10,6,2,1,3,2,28,3,55.0,0,2010-11,Regular Season
22010,201935,James Harden,1610612760,OKC,Oklahoma City Thunder,0021000011,2010-10-27,OKC vs. CHI,W,20,2,4,0.5,1,2,0.5,1,2,0.5,0,4,4,1,2,0,1,1,6,4,17.3,0,2010-11,Regular Season
